week,keyword,source,title,publish_time,url
2026-W20,地产,巨潮资讯,[信达地产] 信达地产第一百零九次（2025年度）股东会决议公告,2026-05-12,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225301819&orgId=gssh0600657
2026-W20,地产,巨潮资讯,[信达地产] 信达地产第一百零九次（2025年度）股东会的法律意见书,2026-05-12,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225301817&orgId=gssh0600657
2026-W20,成长,巨潮资讯,[上海新阳] 董事会薪酬与考核委员会关于公司新成长（四期）股权激励计划及2026年股票增值权激励计划激励对象名单（截至授予日）的核查意见,2026-05-15,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225310897&orgId=9900019391
2026-W20,成长,巨潮资讯,[上海新阳] 北京隆安律师事务所上海分所关于上海新阳半导体材料股份有限公司新成长（四期）股权激励计划授予事项的法律意见书,2026-05-15,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225310894&orgId=9900019391
2026-W20,成长,巨潮资讯,[上海新阳] 关于向公司新成长（四期）股权激励计划激励对象授予限制性股票的公告,2026-05-15,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225310892&orgId=9900019391
2026-W20,成长,巨潮资讯,[上海新阳] 东方财富证券股份有限公司关于上海新阳半导体材料股份有限公司新成长（四期）股权激励计划授予相关事项之独立财务顾问报告,2026-05-15,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225310895&orgId=9900019391
2026-W20,成长,巨潮资讯,[安科生物] 关于参加深圳证券交易所深研发求精进·积蓄医药成长新动能2025年度集体业绩说明会的公告,2026-05-15,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225308478&orgId=9900008310
2026-W20,成长,巨潮资讯,[丽珠集团] 关于参加深圳证券交易所深研发求精进·积蓄医药成长新动能2025年度集体业绩说明会的公告,2026-05-14,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225307858&orgId=gssz0000513
2026-W20,成长,巨潮资讯,[华东医药] 关于参加深圳证券交易所“深研发求精进·积蓄医药成长新动能”2025年度集体业绩说明会的公告,2026-05-14,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225307379&orgId=gssz0000963
2026-W20,成长,巨潮资讯,[东阿阿胶] 关于参加深圳证券交易所深研发求精进·积蓄医药成长新动能2025年度集体业绩说明会的公告,2026-05-14,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225306871&orgId=gssz0000423
2026-W20,成长,巨潮资讯,[上海新阳] 关于新成长（四期）股权激励计划及2026年股票增值权激励计划内幕信息知情人及激励对象买卖公司股票情况的自查报告,2026-05-14,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225307864&orgId=9900019391
2026-W20,成长,巨潮资讯,[顺丰控股] 关于“共同成长”持股计划（A股）首次持有人会议决议公告,2026-05-12,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225302152&orgId=9900010448
2026-W20,房地产,巨潮资讯,[ST龙韵] 上海龙韵文创科技集团股份有限公司关于全资子公司挂牌出售投资性房地产的公告,2026-05-14,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225307294&orgId=9900023473
2026-W20,房地产,巨潮资讯,[保利发展] 保利发展控股集团股份有限公司关于本公司获得房地产项目的公告,2026-05-11,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225292148&orgId=9900000161
2026-W20,电动车,巨潮资讯,[仁度生物] 上海仁度生物科技股份有限公司简式权益变动报告书（居金良、润聪、瑞達）,2026-05-14,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225307887&orgId=9900047411
2026-W20,电动车,巨潮资讯,[仁度生物] 上海仁度生物科技股份有限公司简式权益变动报告书（mingli）,2026-05-14,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225307885&orgId=9900047411
2026-W20,电动车,巨潮资讯,[仁度生物] 上海仁度生物科技股份有限公司详式权益变动报告书（海鲸药业）,2026-05-14,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225307884&orgId=9900047411
2026-W20,电动车,巨潮资讯,[仁度生物] 上海仁度生物科技股份有限公司简式权益变动报告书（金新）,2026-05-14,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225307883&orgId=9900047411
2026-W20,电动车,巨潮资讯,[ST宁科] 关于宁夏中科生物科技股份有限公司2025年年度股东会法律意见书,2026-05-14,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225307799&orgId=gssh0600165
2026-W20,电动车,巨潮资讯,[之江生物] 之江生物：浙江天册律师事务所关于上海之江生物科技股份有限公司2025年年度股东会的法律意见书,2026-05-14,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225307794&orgId=gfbj0834839
2026-W20,电动车,巨潮资讯,[药康生物] 上海君澜律师事务所关于江苏集萃药康生物科技股份有限公司2025年年度股东会之法律意见书,2026-05-14,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225306517&orgId=9900051414
2026-W20,电动车,巨潮资讯,[新芝生物] 中信证券股份有限公司关于宁波新芝生物科技股份有限公司向不特定合格投资者公开发行股票并在北交所上市的持续督导保荐总结报告书,2026-05-13,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225306551&orgId=gfbj0430685
2026-W20,电动车,巨潮资讯,[新芝生物] 中信证券股份有限公司关于宁波新芝生物科技股份有限公司2025年度持续督导工作现场检查报告,2026-05-13,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225306550&orgId=gfbj0430685
2026-W20,电动车,巨潮资讯,[新芝生物] 中信证券股份有限公司关于宁波新芝生物科技股份有限公司2025年度持续督导跟踪报告,2026-05-13,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225306548&orgId=gfbj0430685
