A股,399001,1995-01-23,深证成指,15962.25
A股,399005,2006-01-24,中小板指,10797.85
A股,399006,2026-04-22,创业板指,3752.76
A股,399007,2009-11-04,深证300,7144.62
A股,399008,2010-03-22,中小300,1903.61
A股,399019,2026-01-12,创业200,5166.51
A股,399020,2023-11-15,创业小盘,1834.65
A股,399088,2026-04-22,深创100,5545.49
A股,399101,2005-12-01,中小综指,14565.07
A股,399285,2026-04-22,物联网50,7452.73
A股,399286,2019-12-24,区块链50,4402.6
A股,399291,2026-04-22,创精选88,5163.27
A股,399293,2026-04-22,创业大盘,7515.12
A股,399295,2019-01-23,创业蓝筹,7253.57
A股,399296,2019-01-23,创成长,8644.09
A股,399303,2026-02-27,国证2000,11306.91
A股,399310,2005-09-05,国证A50,10242.73
A股,399311,2005-02-03,国证1000,5570.55
A股,399313,2005-02-03,巨潮100,7081.06
A股,399314,2005-02-03,巨潮大盘,6304.17
A股,399315,2005-02-03,巨潮中盘,5620.14
A股,399316,2005-02-03,巨潮小盘,6805.62
A股,399324,2006-01-24,深证红利,15662.66
A股,399326,2006-01-24,成长40,8754.29
A股,399330,2006-01-24,深证100,8066.46
A股,399348,2009-11-04,深证价值,8430.26
A股,399363,2009-08-03,云科技,8837.46
A股,399364,2009-08-03,消费100,14885.27
A股,399365,2009-11-04,国证粮食,24126.26
A股,399370,2010-01-04,国证成长,7081.17
A股,399371,2010-01-04,国证价值,7177.07
A股,399372,2010-01-04,大盘成长,8039.55
A股,399373,2010-01-04,大盘价值,8678.33
A股,399374,2010-01-04,中盘成长,6455.75
A股,399375,2010-01-04,中盘价值,6967.98
A股,399376,2010-01-04,小盘成长,8216.22
A股,399377,2010-01-04,小盘价值,8427.99
A股,399393,2012-08-20,国证地产,8981.08
A股,399394,2012-10-29,国证医药,19448.36
A股,399395,2026-01-29,国证有色,13027.56
A股,399396,2012-10-29,国证食品,39732.64
A股,399398,2012-11-19,绩效指数,14662.36
A股,399412,2014-05-16,国证新能,4722.04
A股,399417,2014-09-24,新能源车,5418.97
A股,399432,2014-12-30,智能汽车,8566.25
A股,399437,2014-12-30,证券龙头,7796.34
A股,399438,2014-12-30,绿色电力,2778.93
A股,399439,2014-12-30,国证油气,2359.18
A股,399440,2014-12-30,国证钢铁,2250.13
A股,399441,2015-01-20,生物医药,7028.58
A股,399550,2012-06-06,央视50,9814.71
A股,399610,2026-04-22,TMT50,11524.64
A股,399612,2011-02-28,中创100,3418.24
A股,399617,2011-06-15,深证消费,21857.17
A股,399624,2011-08-15,中创400,2976.59
A股,399625,2011-08-15,中创500,2677.36
A股,399667,2013-01-07,创业成长,5664.03
A股,399673,2026-04-22,创业板50,4019.98
A股,399698,2017-06-15,优势成长,56118
A股,399699,2017-06-09,金融科技,5109.79
A股,399701,2010-05-10,深证F60,11697.61
A股,399702,2010-05-10,深证F120,10172.72
A股,399803,2026-01-23,工业4.0,6109.34
A股,399804,2015-02-09,中证体育,3505.879
A股,399805,2015-02-10,互联金融,4489.79
A股,399806,2014-07-21,环境治理,3394.725
A股,399807,2015-01-20,高铁产业,3066.924
A股,399808,2015-02-10,中证新能,5096.52
A股,399809,2015-02-13,保险主题,2747.3533
A股,399812,2014-06-06,养老产业,10435.71
A股,399814,2014-07-22,大农业,2044.23
A股,399850,2026-04-22,深证50,9913.78
A股,399965,2012-12-21,800地产,9023.17
A股,399966,2012-12-21,800证保,7812.01
A股,399967,2013-12-26,中证军工,15519.198
A股,399970,2026-01-14,移动互联,5080.09
A股,399971,2014-04-15,中证传媒,3340.204
A股,399973,2014-04-15,中证国防,2578.77
A股,399974,2014-08-07,国企改革,2202.8
A股,399975,2013-07-15,证券公司,1152.887
A股,399976,2014-11-28,CS新能车,6632.51
A股,399983,2013-11-22,地产等权,9343.886
A股,399986,2013-07-15,中证银行,8497.84
A股,399987,2014-12-10,中证酒,11713.14
A股,399989,2014-10-31,中证医疗,19769.21
A股,399990,2015-01-21,煤炭等权,3667.48
A股,399991,2026-03-02,一带一路,3600.57
A股,399993,2015-05-08,CSWD生科,6572.67
A股,399994,2015-03-12,信息安全,2556.45
A股,399995,2015-03-12,基建工程,7135.539
A股,399996,2026-01-23,智能家居,5053.08
A股,399997,2015-01-21,中证白酒,21385.6
A股,399998,2015-02-13,中证煤炭,2772.58
A股,970070,2024-07-11,创业板人工智能,5464.44
A股,980015,2015-02-16,疫苗生科,19533.2676
A股,980017,2026-01-28,国证芯片,15195.13
A股,980022,2015-02-25,机器人100,2623.79
A股,980028,2015-02-16,龙头家电,14889.3026
A股,980030,2026-04-22,消费电子,8652.82
A股,980032,2015-02-17,新能电池,22124.225
A股,980092,2012-12-28,自由现金流,5112.51
A股,987018,2021-11-18,港股通创新药,2777.8491
A股,CN5075,2015-02-16,国证信创,8615.8892
港股,HSAHP,2007-07-09,恒生沪深港通AH股溢价指数,157.89
港股,HSAIT,2023-09-01,恒生人工智能主题指数,4541.56
港股,HSCAIT,2009-09-21,恒生A股行业龙头指数,7231.42
港股,HSCCI,1997-06-16,恒生香港中资企业指数,4895.19
港股,HSCEI,1994-08-08,恒生中国企业指数,13723.96
港股,HSCESI,2015-06-08,恒生中国企业精明指数,19179.15
港股,HSCGSI,2015-08-17,恒生消费指数,4889.31
港股,HSCSOE,2026-01-29,恒生中国央企指数,3959.24
港股,HSHCI,2015-08-17,恒生医疗保健指数,8362.42
港股,HSHDYI,2012-12-10,恒生高股息率指数,1434.35
港股,HSHK35,2003-01-20,恒生香港35,3649.27
港股,HSHKBIO,2019-12-01,恒生生物科技指数,29151.84
港股,HSHYLV,2017-05-08,恒生港股通高股息低波动指数,4771.35
港股,HSI,1989-03-09,恒生指数,33154.12
港股,HSIDI,2023-01-01,恒生创新药指数,3628.99
港股,HSIII,2020-07-20,恒生互联网科技业指数,6764.86
港股,HSISC,2024-03-01,恒指港股通指数,3559.55
港股,HSLI,2001-10-03,恒生综合大型股指数,3040.68
港股,HSLMI,2015-06-08,恒生综合大中型股指数,5236.75
港股,HSMCHYI,2019-09-01,恒生中国内地企业高股息率指数,3689.16
港股,HSMI,2001-10-03,恒生综合中型股指数,6671.01
港股,HSML25,2003-01-20,恒生中国(香港上市)30指数,12090.37
港股,HSMSI,2015-06-08,恒生综合中小型股指数,4270.84
港股,HSSCHKC,2017-11-20,恒生港股通香港公司指数,3929.28
港股,HSSCHKY,2019-11-01,恒生港股通高股息率指数,3519.69
港股,HSSCHYS,2023-06-01,恒生港股通红利优选指数,4525.56
港股,HSSCID,2023-07-01,恒生港股通创新药指数,4169.75
港股,HSSCNE,2018-01-08,恒生港股通新经济指数,7005.17
港股,HSSCSOY,2023-06-01,恒生港股通中国央企红利指数,3944.16
港股,HSSCT,2020-02-01,恒生港股通中国科技指数,10419.2
港股,HSSI,2001-10-03,恒生综合小型股指数,2913.16
港股,HSSSHID,2020-03-01,恒生沪深港创新药精选50指数,12341.88
港股,HSTECH,2020-07-01,恒生科技指数,10945.22
港股,1000015,2000-01-01,港股全指,33154.12
