2024/10/25,stockCode,publishDate,stockName,style,Current drawdown,Largest drawdown,fall_to_lowest_drawdown,funds
A股,931637,2021/1/11,HKC互联网,成长,-43.09%,-64.54%,-37.69%,"富国中证港股通互联网ETF发起式联接A(014673), 富国中证港股通互联网ETF发起式联接C(014674), 华宝中证港股通互联网ETF发起式联接A(017125), 华宝中证港股通互联网ETF发起式联接C(017126), 易方达中证港股通互联网ETF联接发起式A(019313), 易方达中证港股通互联网ETF联接发起式C(019314), 广发中证港股通互联网指数发起式A(021092), 广发中证港股通互联网指数发起式C(021093), 兴业中证港股通互联网指数发起式A(021377), 兴业中证港股通互联网指数发起式C(021378), 易方达中证港股通互联网ETF(513040), 华宝中证港股通互联网ETF(513770), 博时港股通互联网ETF(159568), 富国中证港股通互联网ETF(159792)"
A股,931643,2021/6/1,科创创业50,成长,-42.75%,-60.91%,-31.72%,"天弘中证科创创业50ETF联接A(012894), 天弘中证科创创业50ETF联接C(012895), 兴银中证科创创业50指数A(012898), 兴银中证科创创业50指数C(012899), 鹏扬中证科创创业50ETF联接A(012907), 鹏扬中证科创创业50ETF联接C(012908), 南方中证科创创业50ETF联接A(013298), 南方中证科创创业50ETF联接C(013299), 招商中证科创创业50ETF联接A(013302), 招商中证科创创业50ETF联接C(013303), 易方达中证科创创业50联接A(013304), 易方达中证科创创业50联接C(013305), 国泰中证科创创业50ETF发起联接A(013306), 国泰中证科创创业50ETF发起联接C(013307), 华夏科创创业50ETF发起式联接A(013310), 华夏科创创业50ETF发起式联接C(013311), 富国中证科创创业50ETF联接A(013313), 富国中证科创创业50ETF联接C(013314), 嘉实中证科创创业50ETF发起联接A(013315), 嘉实中证科创创业50ETF发起联接C(013316), 华宝中证科创创业50ETF发起式联接A(013317), 华宝中证科创创业50ETF发起式联接C(013318), 博时中证科创创业50ETF发起式联接A(014099), 博时中证科创创业50ETF发起式联接C(014100), 汇添富中证科创创业50指数增强发起式A(014218), 汇添富中证科创创业50指数增强发起式C(014219), 兴银中证科创创业50指数E(016010), 华富中证科创创业50指数增强A(016122), 华富中证科创创业50指数增强C(016123), 易米中证科创创业50指数增强发起A(016392), 易米中证科创创业50指数增强发起C(016393), 长信中证科创创业50指数增强A(016729), 长信中证科创创业50指数增强C(016730), 创金合信中证科创创业50指数增强A(017412), 创金合信中证科创创业50指数增强C(017413), 泰康中证科创创业50指数A(017495), 泰康中证科创创业50指数C(017496), 招商中证科创创业50ETF(588300), 方正富邦科创创业50ETF(588310), 广发中证科创创业50增强策略ETF(588320), 华宝双创龙头ETF(588330), 鹏扬中证科创创业50ETF(588350), 国泰中证科创创业50ETF(588360), 富国中证科创创业50ETF(588380), 博时中证科创创业50ETF(588390), 嘉实中证科创创业50ETF(588400), 天弘中证科创创业50ETF(159603), 南方中证科创创业50ETF(159780), 易方达中证科创创业50ETF(159781), 双创50(159782), 华夏中证科创创业50ETF(159783)"
A股,931524,2020/7/16,SHS科技龙头,成长,-42.49%,-60.92%,-32.05%,"天弘中证沪港深科技龙头指数A(012559), 天弘中证沪港深科技龙头指数C(012560), 鹏华中证沪港深科技龙头指数(LOF)C(012809), 汇添富中证沪港深科技龙头指数发起式A(013093), 汇添富中证沪港深科技龙头指数发起式C(013094), 广发中证沪港深科技龙头ETF联接A(013162), 广发中证沪港深科技龙头ETF联接C(013163), 宝盈中证沪港深科技龙头指数发起式A(015820), 宝盈中证沪港深科技龙头指数发起式C(015821), 鹏华中证沪港深科技龙头指数(LOF)A(160646), 浦银安盛中证沪港深科技龙头ETF(517270), 广发中证沪港深科技龙头ETF(517350), 汇添富中证沪港深科技龙头ETF(159723)"
A股,399970,2014/5/5,移动互联,成长,-42.31%,-69.95%,-47.91%,"富国中证移动互联网指数C(014173), 鹏华中证移动互联网指数(LOF)C(015676), 鹏华中证移动互联网指数(LOF)A(160636), 富国中证移动互联网指数A(161025)"
A股,930625,2015/4/21,SHS互联网,成长,-42.23%,-63.51%,-36.84%,"东财沪港深互联网指数A(012371), 东财沪港深互联网指数C(012372), 工银沪港深互联网ETF发起式联接A(012759), 工银沪港深互联网ETF发起式联接C(012760), 东财沪港深互联网指数E(021358), 互联网50(517050), 嘉实中证沪港深互联网ETF(517200), 汇添富中证沪港深互联网ETF(159729), 互联网龙头ETF(159856)"
A股,930598,2015/3/2,稀土产业,周期,-42.22%,-59.24%,-29.46%,"嘉实中证稀土产业ETF联接A(011035), 嘉实中证稀土产业ETF联接C(011036), 华泰柏瑞中证稀土产业ETF发起式联接A(014331), 华泰柏瑞中证稀土产业ETF发起式联接C(014332), 嘉实中证稀土产业ETF(516150), 稀土ETF(516780), 富国中证稀土产业ETF(159713), 易方达中证稀土产业ETF(159715)"
港股,HSMI,2001/10/3,恒生综合中型股指数,价值,-42.07%,-55.37%,-22.96%,"广发恒生中型股指数C(004996), 广发恒生中型股指数（LOF）A(501303)"
A股,399673,2014/6/18,创业板50,成长,-42.01%,-74.93%,-56.77%,"交银创业板50指数A(007464), 交银创业板50指数C(007465), 华安创业板50指数C(014985), 景顺长城创业板50ETF联接A(017949), 景顺长城创业板50ETF联接C(017950), 鹏华创业板50ETF联接A(018482), 鹏华创业板50ETF联接C(018483), 华安创业板50指数A(160420), 华安创业板50ETF联接A(160422), 华安创业板50ETF联接C(160424), 创50ETF(159681), 景顺长城创业板50ETF(159682), 华安创业板50ETF(159949)"
A股,H30202,2013/7/15,软件指数,成长,-41.85%,-63.05%,-36.46%,"国泰中证全指软件ETF联接A(012636), 国泰中证全指软件ETF联接C(012637), 招商中证全指软件ETF发起式联接A(018385), 招商中证全指软件ETF发起式联接C(018386), 华泰紫金中证全指软件指数型发起 A(021614), 华泰紫金中证全指软件指数型发起 C(021615), 国泰中证全指软件ETF联接E(021672), 国泰中证全指软件ETF(515230), 招商中证全指软件ETF(159899)"
A股,399377,2010/1/4,小盘价值,价值,-41.74%,-60.22%,-31.72%,小盘价值(159990)
A股,399001,1995/1/23,深证成指,成长,-41.32%,-60.83%,-33.25%,"南方深证成份ETF联接C(004345), 融通深证成份指数C(004875), 申万菱信深证成份指数C(015177), 融通深证成份指数A/B(161612), 南方深证成份ETF联接A(202017), 南方深证成份ETF(159903), 深证ETF(159943), 申万菱信深证成份指数A(163109)"
A股,987,2011/8/2,全指材料,周期,-41.04%,-60.08%,-32.29%,广发中证全指原材料ETF(159944)
A股,399293,2019/4/18,创业大盘,成长,-40.87%,-60.56%,-33.30%,"西部利得创业板大盘ETF联接A(012554), 西部利得创业板大盘ETF联接C(012555), 西部利得创业板大盘ETF(159814), 招商创业板大盘ETF(159991)"
港股,HSSCHKY,2019/11/1,恒生港股通高股息率指数,价值,-40.79%,-56.74%,-26.94%,"博时恒生高股息ETF发起式联接A(014519), 博时恒生高股息ETF发起式联接C(014520), 博时恒生高股息ETF(513690)"
A股,399330,2006/1/24,深证100,宽基,-40.71%,-54.82%,-23.80%,"宝盈祥瑞混合A(000639), 招商深证100指数C(004408), 易方达深证100ETF联接C(004742), 方正富邦深证100ETF联接A(006687), 方正富邦深证100ETF联接C(006688), 广发深证100ETF联接C(009472), 华安深证100ETF发起式联接A(017637), 华安深证100ETF发起式联接C(017638), 易方达深证100ETF联接A(110019), 融通深证100指数A/B(161604), 广发深证100指数（LOF）A(162714), 招商深证100指数A(217016), 建信深证100指数增强(530018), 广发深证100ETF(159576), 深证100ETF华安(159706), 易方达深证100ETF(159901), 方正富邦深证100ETF(159961), 深100P(159969), 深100ETF工银(159970), 招商深证100ETF(159975), 国投瑞银深证100指数（LOF）(161227), 银华深证100指数(161812)"
A股,931582,2020/11/9,数字经济,成长,-40.71%,-61.31%,-34.74%,"鹏扬中证数字经济主题ETF发起式联接A(015787), 鹏扬中证数字经济主题ETF发起式联接C(015788), 华安中证数字经济主题ETF发起式联接A(018031), 华安中证数字经济主题ETF发起式联接C(018032), 鹏扬中证数字经济主题ETF(560800), 华安中证数字经济主题ETF(159658)"
A股,969,2010/5/28,300非周,成长,-40.61%,-52.79%,-20.51%,"长安沪深300非周期指数C(017040), 长安沪深300非周期指数A(740101)"
A股,399966,2012/12/21,800证保,价值,-40.37%,-60.00%,-32.92%,"鹏华中证800证券保险指数(LOF)C(015693), 保险证券(515630), 鹏华中证800证券保险指数(LOF)A(160625)"
A股,931357,2019/11/15,优选消费50,成长,-40.30%,-56.16%,-26.57%,"中金中证沪港深优选消费50A(008519), 中金中证沪港深优选消费50C(008520)"
A股,819,2012/5/9,有色金属,周期,-39.79%,-60.61%,-34.58%,"南方中证申万有色金属ETF发起联接A(004432), 南方中证申万有色金属ETF发起联接C(004433), 南方中证申万有色金属ETF发起联接E(010990), 南方中证申万有色金属ETF(512400)"
A股,930875,2016/8/17,空天军工,成长,-39.62%,-59.40%,-32.76%,"鹏华空天军工指数C（LOF）(010364), 鹏华空天军工指数A（LOF）(160643)"
A股,904,2007/1/15,中证200,宽基,-39.04%,-61.89%,-37.48%,泰信中证200指数(290010)
A股,931404,2020/2/20,SHS品牌消费50,成长,-38.96%,-55.70%,-27.42%,品牌消费(517880)
A股,688,2020/7/23,科创50,成长,-38.92%,-60.37%,-35.12%,"易方达上证科创50联接A(011608), 易方达上证科创50联接C(011609), 科创板ETF联接A(011610), 科创板ETF联接C(011611), 华夏上证科创板50成份ETF联接A(011612), 华夏上证科创板50成份ETF联接C(011613), 工银科创ETF联接A(011614), 工银科创ETF联接C(011615), 广发科创50ETF发起式联接A(013810), 广发科创50ETF发起式联接C(013811), 国联安上证科创50ETF联接A(013893), 国联安上证科创50ETF联接C(013894), 嘉实上证科创板50指数增强发起式A(017188), 嘉实上证科创板50指数增强发起式C(017189), 博时上证科创板50成份指数发起式A(018145), 博时上证科创板50成份指数发起式C(018146), 华夏上证科创板50成份指数增强发起式A(018177), 华夏上证科创板50成份指数增强发起式C(018178), 东财上证科创50指数发起式A(019385), 东财上证科创50指数发起式C(019386), 景顺长城上证科创板50成份指数增强A(019767), 景顺长城上证科创板50成份指数增强C(019768), 华安上证科创板50成份ETF发起式联接A(020714), 华安上证科创板50成份ETF发起式联接C(020715), 工银科创ETF链接E(020750), 天弘上证科创板50成份指数发起A(020873), 天弘上证科创板50成份指数发起C(020874), 景顺长城上证科创板50成份指数A(021484), 景顺长城上证科创板50成份指数C(021485), 鹏华上证科创板50成份增强策略ETF发起式联接A(021908), 华夏上证科创板50成份ETF(588000), 科创ETF(588050), 广发科创50ETF(588060), 易方达上证科创板50ETF(588080), 科创板ETF(588090), 南方上证科创板50成份ETF(588150), 国联安科创ETF(588180), 华安上证科创板50ETF(588280), 南方上证科创板50成份增强策略ETF(588370), 招商上证科创板50成份增强策略ETF(588450), 科创50增强ETF(588460)"
A股,931071,2018/11/21,人工智能,成长,-38.57%,-60.23%,-35.26%,"华富人工智能ETF联接A(008020), 华富人工智能ETF联接C(008021), 华富中证人工智能产业ETF(515980)"
A股,931087,2019/3/20,科技龙头,成长,-38.55%,-55.15%,-27.01%,"华宝科技ETF联接A(007873), 华宝科技ETF联接C(007874), 工银科技龙头ETF发起式联接A(012882), 工银科技龙头ETF发起式联接C(012883), 华宝中证科技龙头ETF(515000), 科技龙头ETF(516050)"
A股,H30588,2015/2/2,中证证保,周期,-38.42%,-59.19%,-33.73%,"天弘中证证券保险A(001552), 天弘中证证券保险C(001553)"
A股,399007,2009/11/4,深证300,宽基,-38.15%,-59.03%,-33.76%,"汇添富深证300ETF联接C(018058), 大摩深证300指数增强(233010), 汇添富深证300ETF联接A(470068), 平安深证300指数增强(700002), 汇添富深证300ETF(159912)"
港股,HSI,1989/3/9,恒生指数,宽基,-37.90%,-55.70%,-28.66%,"华夏恒生ETF联接A(000071), 华夏沪港通恒生ETF联接A(000948), 南方恒生指数ETF联接C(005659), 南方恒生指数ETF联接（LOF）A(501302), 南方恒生指数ETF(513600), 华夏沪港通恒生ETF(513660), 华夏恒生ETF(159920), 大成恒生指数（QDII-LOF）A(160924), 汇添富恒生指数(QDII-LOF) A(164705)"
港股,HSMCHYI,2019/9/1,恒生中国内地企业高股息率指数,价值,-37.45%,-56.41%,-30.31%,华夏恒生中国内地企业高股息率ETF(159726)
A股,931165,2019/4/25,新兴科技100,成长,-37.32%,-51.62%,-22.81%,"嘉实新兴科技100ETF联接A(007815), 嘉实新兴科技100ETF联接C(007816), 嘉实新兴科技100ETF(515860)"
A股,930599,2015/3/2,中证高装,成长,-37.31%,-66.95%,-47.28%,"东财高端制造增强A(011667), 东财高端制造增强C(011668), 天弘中证高端装备制造增强A(012212), 天弘中证高端装备制造增强C(012213), 东财高端制造增强E(020987)"
A股,903,2006/5/29,中证100,宽基,-37.25%,-50.06%,-20.41%,"南方中证100指数C(005691), 广发中证100ETF联接A(007135), 广发中证100ETF联接C(007136), 华宝中证100ETF联接C(007405), 宝盈中证100指数增强C(007580), 海富通中证100指数C(010224), 诺安中证100指数C(010351), 华夏中证100ETF发起式联接A(017862), 华夏中证100ETF发起式联接C(017863), 易方达中证100ETF联接发起式A(020100), 易方达中证100ETF联接发起式C(020101), 嘉实中证100ETF发起联接A(020766), 富国中证100ETF发起式联接A(021245), 富国中证100ETF发起式联接C(021246), 中银中证100指数增强(163808), 南方中证100指数A(202211), 宝盈中证100指数增强A(213010), 华宝中证100ETF联接A(240014), 诺安中证100指数A(320010), 华富中证100指数(410008), 长盛中证100指数(519100), 广发中证100ETF(512910), 中银100(515670), 富国中证100ETF(561180), 中证100ETF工银(561200), 华宝中证100ETF(562000), 华夏中证100ETF(159627), 汇添富中证100ETF(159630), 招商中证100ETF(159631), 嘉实中证100ETF(159661), 易方达中证100ETF(159686), 大成中证100ETF(159923), 海富通中证100指数A(162307), 国联安中证100指数（LOF）(162509), 国富中证100指数增强（LOF）(164508)"
A股,931066,2018/2/5,军工龙头,成长,-37.25%,-57.36%,-32.05%,富国中证军工龙头ETF(512710)
A股,990001,2019/3/18,中华半导体芯片,成长,-36.91%,-61.82%,-39.48%,"国泰CES半导体芯片行业ETF联接A(008281), 国泰CES半导体芯片行业ETF联接C(008282), 华安CES半导体芯片行业指数发起A(012837), 华安CES半导体芯片行业指数发起C(012838), 西部利得CES芯片指数增强A(014418), 西部利得CES芯片指数增强C(014419), 国泰CES半导体芯片行业ETF(512760)"
港股,HSML25,2003/1/20,恒生中国(香港上市)25指数,价值,-36.80%,-59.55%,-36.00%,"华宝香港大盘C(006355), 香港大盘LOF(501301)"
A股,399610,2010/11/8,TMT50,成长,-36.77%,-66.04%,-46.29%,"招商深证TMT50ETF联接C(004409), 招商深证TMT50ETF联接A(217019), 深证TMT50ETF(159909)"
A股,931159,2019/5/16,创新100,成长,-36.49%,-50.61%,-22.23%,"诺德研发创新100(007737), 申万菱信中证研发创新100交易型开放式指数联接A(007983), 申万菱信中证研发创新100交易型开放式指数联接C(007984), 申万菱信中证研发创新100交易型开放式指数(515200), 创新ETF(159987)"
A股,930709,2015/7/13,香港证券,周期,-36.47%,-62.69%,-41.27%,易方达中证香港证券投资主题ETF(513090)
A股,980017,2015/2/17,国证芯片,成长,-36.27%,-61.64%,-39.81%,"华夏国证半导体芯片ETF联接A(008887), 华夏国证半导体芯片ETF联接C(008888), 广发国证半导体芯片ETF联接A(012629), 广发国证半导体芯片ETF联接C(012630), 鹏华国证半导体芯片ETF联接A(012969), 鹏华国证半导体芯片ETF联接C(012970), 半导体龙头ETF(159665), 广发国证半导体芯片ETF(159801), 芯片(159813), 华夏国证半导体芯片ETF(159995)"
A股,1,1991/7/15,上证指数,宽基,-36.13%,-52.30%,-25.32%,"国泰上证综合ETF联接A(011319), 国泰上证综合ETF联接C(011320), 富国上证指数ETF联接C(013286), 汇添富上证综合指数C(018536), 富国上证指数ETF联接A/B(100053), 汇添富上证综合指数A(470007), 上证综指ETF(510210), 国泰上证综合ETF(510760), 汇添富上证综合ETF(510980)"
A股,H30184,2013/7/15,半导体,成长,-36.13%,-62.54%,-41.35%,"国联安中证全指半导体产品与设备ETF联接A(007300), 国联安中证全指半导体产品与设备ETF联接C(007301), 国联安半导体ETF(512480)"
A股,931142,2019/3/20,东证竞争,价值,-36.05%,-48.43%,-19.36%,"东方红中证竞争力指数A(007657), 东方红中证竞争力指数C(007658)"
A股,399295,2019/1/23,创业蓝筹,成长,-35.85%,-53.81%,-28.00%,"华夏创业板低波价值ETF发起式联接A(007472), 华夏创业板低波价值ETF发起式联接C(007473), 华夏创业板低波价值ETF(159966)"
A股,399310,2005/9/5,国证A50,宽基,-35.76%,-50.23%,-22.52%,"天弘国证A50指数A(010953), 天弘国证A50指数C(010954)"
A股,399803,2015/2/13,工业4.0,成长,-35.74%,-71.66%,-55.90%,"富国中证工业4.0指数C(014172), 富国中证工业4.0指数A(161031)"
A股,930708,2015/7/13,中证有色,周期,-35.73%,-52.23%,-25.67%,"东财有色增强A(011630), 东财有色增强C(011631), 国泰中证有色金属ETF发起联接A(013218), 国泰中证有色金属ETF发起联接C(013219), 财通资管中证有色金属指数发起式A(013437), 财通资管中证有色金属指数发起式C(013438), 华宝中证有色金属ETF发起式联接A(017140), 华宝中证有色金属ETF发起式联接C(017141), 东财有色增强E(020735), 有色金属(159871), 华宝中证有色金属ETF(159876), 国泰中证有色金属ETF(159881)"
A股,399395,2012/10/29,国证有色,成长,-35.57%,-63.52%,-43.38%,"国泰国证有色金属行业指数C(015596), 有色50(159880), 国泰国证有色金属行业指数A(160221)"
A股,931247,2012/12/21,中证信创,成长,-34.94%,-56.01%,-32.39%,"博时中证信息技术应用创新产业指数发起式A(021314), 博时中证信息技术应用创新产业指数发起式C(021315), 汇添富中证信息技术应用创新产业ETF发起式联接A(021602), 汇添富中证信息技术应用创新产业ETF(560850), 华宝中证信息技术应用创新产业ETF(562030), 华夏中证信息技术应用创新产业ETF(562570)"
A股,811,2012/4/11,细分有色,周期,-34.79%,-61.83%,-41.47%,"华夏中证细分有色金属产业主题ETF发起式联接A(016707), 华夏中证细分有色金属产业主题ETF发起式联接C(016708), 汇添富中证细分有色金属产业主题ETF发起式联接A(019164), 汇添富中证细分有色金属产业主题ETF发起式联接C(019165), 华夏中证细分有色金属产业主题ETF发起式联接D(021534), 华夏中证细分有色金属产业主题ETF(516650), 汇添富中证细分有色金属产业主题ETF(159652)"
A股,43,2009/4/23,超大盘,价值,-34.71%,-46.34%,-17.81%,"博时上证超大盘ETF联接A(050013), 博时上证超大盘ETF(510020)"
A股,H30007,2012/12/20,芯片产业,成长,-34.65%,-60.78%,-39.98%,"天弘中证芯片产业ETF发起联接A(012552), 天弘中证芯片产业ETF发起联接C(012553), 东财中证芯片ETF发起式联接A(013445), 东财中证芯片ETF发起式联接C(013446), 汇添富中证芯片产业指数增强发起式A(014193), 汇添富中证芯片产业指数增强发起式C(014194), 富国中证芯片产业ETF发起式联接A(014776), 富国中证芯片产业ETF发起式联接C(014777), 嘉实中证芯片产业指数发起式A(015336), 嘉实中证芯片产业指数发起式C(015337), 易方达中证芯片产业ETF联接发起式A(018411), 易方达中证芯片产业ETF联接发起式C(018412), 中欧中证芯片产业指数发起A(020478), 中欧中证芯片产业指数发起C(020483), 汇添富中证芯片产业ETF发起式联接A(020630), 汇添富中证芯片产业ETF发起式联接C(020631), 大成中证芯片产业指数发起式A(020853), 大成中证芯片产业指数发起式C(020854), 东财中证芯片ETF发起式联接E(021344), 易方达中证芯片产业ETF(516350), 富国中证芯片产业ETF(516640), 汇添富中证芯片产业ETF(516920), 天弘中证芯片产业ETF(159310), 景顺长城中证芯片产业ETF(159560), 芯片ETF基金(159599)"
A股,399974,2014/8/7,国企改革,价值,-34.60%,-55.92%,-32.60%,"英大国企改革(001678), 易方达中证国有企业改革指数（LOF）C(012873), 富国中证国有企业改革指数C(014174), 易方达中证国有企业改革指数（LOF）A(502006), 富国中证国有企业改革ETF(159528), 富国中证国有企业改革指数A(161026)"
A股,930931,2017/1/16,港股通50,价值,-34.57%,-53.72%,-29.27%,"港股通50ETF联接A(012151), 港股通50ETF联接C(012152), 国泰中证港股通50ETF发起联接A(014689), 国泰中证港股通50ETF发起联接C(014690), 华夏中证港股通50ETF发起式联接A(018721), 华夏中证港股通50ETF发起式联接C(018722), 港股通50(513550), 华夏中证港股通50ETF(159711), 国泰中证港股通50ETF(159712)"
A股,44,2009/7/3,上证中盘,宽基,-34.52%,-56.02%,-32.83%,"易方达上证中盘ETF联接C(004743), 易方达上证中盘ETF联接A(110021), 易方达上证中盘ETF(510130)"
A股,931403,2020/1/14,品牌工程,成长,-34.25%,-50.07%,-24.06%,"农银中证新华社民族品牌指数(012394), 富国中证新华社民族品牌工程ETF联接A(014406), 富国中证新华社民族品牌工程ETF联接C(014407), 富国中证新华社民族品牌工程ETF(561130)"
A股,980030,2015/2/17,消费电子,成长,-34.24%,-56.31%,-33.56%,"东财消费电子指数增强A(012319), 东财消费电子指数增强C(012320), 华夏国证消费电子主题ETF发起式联接A(018300), 华夏国证消费电子主题ETF发起式联接C(018301), 博时国证消费电子主题指数发起式A(020983), 博时国证消费电子主题指数发起式C(020984), 华夏国证消费电子主题ETF(159732)"
A股,986,2011/8/2,全指能源,周期,-34.14%,-66.04%,-48.44%,广发中证全指能源ETF(159945)
A股,931521,2020/7/8,高装细分50,成长,-34.07%,-55.11%,-31.91%,"嘉实中证高端装备细分50ETF发起联接A(018027), 嘉实中证高端装备细分50ETF发起联接C(018028), 嘉实中证高端装备细分50ETF(159638)"
A股,936,2009/7/3,中证电信,成长,-33.81%,-59.63%,-39.01%,"南方中证通信服务ETF发起联接A(020704), 南方中证通信服务ETF发起联接C(020705), 南方中证通信服务ETF(159511)"
A股,906,2007/1/15,中证800,宽基,-33.68%,-50.91%,-25.98%,"天弘中证800A(001588), 天弘中证800C(001589), 易方达中证800ETF联接发起式A(007856), 易方达中证800ETF联接发起式C(007857), 湘财长源股票型A(008128), 湘财长源股票型C(008129), 兴全中证800六个月持有指数A(010673), 兴全中证800六个月持有指数C(010674), 汇添富中证800ETF联接基金A(012596), 汇添富中证800ETF联接基金C(012597), 民生加银中证800指数增强发起式A(013031), 民生加银中证800指数增强发起式C(013032), 中银中证800指数型发起式A(014226), 中银中证800指数型发起式C(014227), 招商中证800指数增强A(016276), 招商中证800指数增强C(016277), 汇添富中证800指数增强A(017896), 汇添富中证800指数增强C(017897), 华夏中证800指数增强A(017985), 华夏中证800指数增强C(017986), 添富中证800ETF(515800), 易方达中证800ETF(515810), 800增强ETF(159517), 鹏华中证800ETF(159800), 长盛同庆中证800指数（LOF）(160806)"
A股,16,2004/1/2,上证50,宽基,-33.39%,-45.41%,-18.05%,"华夏上证50ETF联接A(001051), 博时上证50ETF联接A(001237), 天弘上证50ETF联接A(001548), 天弘上证50ETF联接C(001549), 易方达上证50增强C(004746), 华夏上证50ETF联接C(005733), 博时上证50ETF联接C(005737), 建信上证50ETF联接A(005880), 建信上证50ETF联接C(005881), 工银上证50ETF联接A(006220), 工银上证50ETF联接C(006221), 易方达上证50ETF联接发起式A(007379), 易方达上证50ETF联接发起式C(007380), 南方上证50指数增强发起A(008056), 南方上证50指数增强发起C(008057), 东财上证50A(008240), 东财上证50C(008241), 汇添富上证50基本面增强指数A(012157), 汇添富上证50基本面增强指数C(012158), 易方达上证50指数（LOF）C(012875), 建信上证50ETF发起联接E(013444), 华安上证50ETF联接C(014980), 华泰柏瑞上证50指数增强A(016697), 华泰柏瑞上证50指数增强C(016698), 华安上证50ETF联接A(040190), 易方达上证50增强A(110003), 中海上证50指数增强(399001), 长盛上证50指数（LOF）(502040), 易方达上证50指数（LOF）A(502048), 华夏上证50ETF(510050), 易方达上证50ETF(510100), 华安上证50ETF(510190), 申万菱信上证50交易型开放式指数发起式(510600), 万家上证50ETF(510680), 博时上证50ETF(510710), 建信上证50ETF(510800), 工银上证50ETF(510850), 广发上证50ETF(510950), 易方达上证50增强策略ETF(563090)"
A股,399701,2010/5/10,深证F60,价值,-33.25%,-47.38%,-21.17%,"建信深证基本面60ETF联接C(006363), 建信深证基本面60ETF联接A(530015), 建信深证基本面60ETF(159916)"
A股,399088,2020/2/18,深创100,成长,-33.15%,-52.25%,-28.57%,"华宝深创100ETF发起式联接A(013177), 华宝深创100ETF发起式联接C(013178), 永赢深创100ETF发起式联接A(013907), 永赢深创100ETF发起式联接C(013908), 华宝深创100ETF(159716), 深创龙头ETF(159721)"
A股,950090,2015/12/10,50AH优选,价值,-33.06%,-46.43%,-19.97%,"华夏上证50AH优选指数C(006395), 华夏上证50AH优选指数（LOF）A(501050)"
A股,H30590,2015/2/10,机器人,成长,-33.03%,-49.83%,-25.09%,"天弘中证机器人ETF发起联接A(014880), 天弘中证机器人ETF发起联接C(014881), 博时中证机器人指数发起式A(018094), 博时中证机器人指数发起式C(018095), 华夏中证机器人ETF发起式联接A(018344), 华夏中证机器人ETF发起式联接C(018345), 中欧中证机器人指数发起A(020255), 中欧中证机器人指数发起C(020256), 国泰中证机器人ETF发起联接A(020289), 国泰中证机器人ETF发起联接C(020290), 招商中证机器人指数型发起式A(020481), 招商中证机器人指数型发起式C(020482), 南方中证机器人指数发起A(020607), 南方中证机器人指数发起C(020608), 银河中证机器人指数发起式A(021301), 银河中证机器人指数发起式C(021302), 机器人YH(562360), 华夏中证机器人ETF(562500), 嘉实中证机器人ETF(159526), 国泰中证机器人ETF(159551), 天弘中证机器人ETF(159770)"
A股,399313,2005/2/3,巨潮100,宽基,-32.75%,-45.92%,-19.58%,"融通巨潮100指数C(004874), 融通巨潮100指数A/B(161607)"
A股,979,2011/8/22,大宗商品,周期,-32.58%,-56.34%,-35.24%,招商中证商品指数基金(161715)
A股,930820,2016/5/11,CS高端制,成长,-32.55%,-51.78%,-28.51%,"富国中证高端制造指数增强型（LOF）C(005627), 富国中证高端制造指数增强型（LOF）A(161037)"
A股,930851,2016/7/20,云计算,成长,-32.46%,-59.60%,-40.18%,"东财云计算指数增强A(012321), 东财云计算指数增强C(012322), 融通中证云计算与大数据主题指数（LOF）C(014130), 易方达中证云计算与大数据主题ETF联接发起式A(017853), 易方达中证云计算与大数据主题ETF联接发起式C(017854), 华夏中证云计算与大数据主题ETF发起式联接A(019868), 华夏中证云计算与大数据主题ETF发起式联接C(019869), 鹏华中证云计算与大数据主题ETF发起式联接A(021090), 广发中证云计算与大数据ETF发起式联接A(021397), 广发中证云计算与大数据ETF发起式联接C(021398), 融通中证云计算与大数据主题指数（LOF）A(161628), 易方达中证云计算与大数据主题ETF(516510), 华夏中证云计算与大数据主题ETF(516630), 广发中证云计算与大数据ETF(159527), 大数据ETF(159739), 招商中证云计算ETF(159890)"
A股,931395,2020/1/14,沪港深300,宽基,-31.99%,-46.19%,-20.88%,"国寿安保沪港深300ETF联接A(012663), 国寿安保沪港深300ETF联接C(012664), 易方达中证沪港深300ETF联接发起式A(020102), 易方达中证沪港深300ETF联接发起式C(020103), 易方达中证沪港深300ETF(517030), 国寿安保中证沪港深300ETF(517300)"
