2026-01-07,stockCode,publishDate,stockName,style,hasPosition,Current drawdown,Largest drawdown,fall_to_lowest_drawdown,pe,pe10pos,pb,pb10pos,roe,div,funds
A股,931068,2018-11-21,消费龙头,成长,,-50.87%,-59.40%,-17.36%,1.7e+01,7.17%,3.9,7.58%,22.94%,3.57%,"消费龙头LOF(501090), 华宝消费龙头C(009329), 招商中证消费龙头指数增强A(011853), 招商中证消费龙头指数增强C(011854), 华宝消费龙头ETF(516130), 消费龙头ETF(159520)"
A股,931071,2018-11-21,人工智能,成长,,4.36%,-60.23%,-61.89%,7e+01,99.77%,9.2,100.00%,13.14%,0.55%,"华富中证人工智能产业ETF(515980), 华富人工智能ETF联接A(008020), 华富人工智能ETF联接C(008021)"
A股,931079,2019-04-25,5G通信,成长,,16.10%,-53.32%,-59.79%,5.2e+01,98.52%,6.5,99.51%,12.50%,0.77%,"华夏中证5G通信主题ETF(515050), 华夏中证5G通信主题ETF联接A(008086), 华夏中证5G通信主题ETF联接C(008087), 5GETF(159994), 银华中证5G通信主题ETF联接A(008889), 银华中证5G通信主题ETF联接C(010524), 华夏中证5G通信主题ETF联接D(023765)"
A股,931087,2019-03-20,科技龙头,成长,,0.66%,-55.15%,-55.44%,5.6e+01,93.34%,6.5,82.43%,11.61%,0.54%,"华宝科技ETF联接C(007874), 华宝中证科技龙头ETF(515000), 华宝科技ETF联接A(007873), 科技龙头ETF(516050)"
A股,931139,2019-03-20,CS消费50,成长,*,-49.54%,-57.58%,-15.93%,1.7e+01,4.72%,3.7,3.51%,21.76%,3.96%,"富国中证消费50ETF(515650), 富国中证消费50ETF联接A(008975), 东兴中证消费50A(009116), 富国中证消费50ETF联接C(008976), 东兴中证消费50C(009117), 易方达中证消费50ETF(159798), 国联安消费50ETF(159670)"
A股,931140,2019-03-20,医药50,成长,,-53.63%,-64.44%,-23.31%,2.7e+01,28.41%,4.0,5.21%,14.81%,1.80%,"富国中证医药50ETF(515950), 博时医药50ETF(159838), 富国中证医药50ETF联接A(012801), 富国中证医药50ETF联接C(012802)"
A股,931142,2019-03-20,东证竞争,价值,,-12.31%,-48.43%,-41.19%,1.8e+01,92.49%,3.2,92.49%,17.78%,2.38%,"东方红中证竞争力指数A(007657), 东方红中证竞争力指数C(007658)"
A股,931144,2019-05-30,通信技术,成长,,15.32%,-49.04%,-55.81%,6.1e+01,96.13%,7.5,100.00%,12.30%,0.44%,"东财通信A(008326), 东财通信C(008327)"
A股,931151,2019-04-22,光伏产业,成长,,-49.16%,-68.28%,-37.61%,3.4e+02,90.61%,2.6,51.01%,0.76%,0.77%,"光伏ETF(515790), 光伏50(516880), 天弘中证光伏A(011102), 天弘中证光伏产业ETF(159857), 平安中证光伏产业ETF(516180), 天弘中证光伏C(011103), 光伏产业(159863), 招商中证光伏产业指数A(011966), 广发中证光伏产业指数A(012364), 平安中证光伏产业指数A(012722), 招商中证光伏产业指数C(011967), 华泰柏瑞光伏ETF联接A(012679), 华夏中证光伏产业指数发起式A(012885), 汇添富中证光伏产业ETF(516290), 国泰中证光伏产业ETF(159864), 广发中证光伏产业指数C(012365), 平安中证光伏产业指数C(012723), 华夏中证光伏产业指数发起式C(012886), 华泰柏瑞光伏ETF联接C(012680), 国泰中证光伏产业ETF发起联接C(013602), 汇添富中证光伏产业指数增强发起式A(013816), 汇添富中证光伏产业指数增强发起式C(013817), 国泰中证光伏产业ETF发起联接A(013601), 嘉实中证光伏产业指数发起式A(014604), 华安中证光伏产业ETF(159618), 嘉实中证光伏产业指数发起式C(014605), 浦银安盛中证光伏产业ETF(159609), 银华中证光伏产业ETF发起式联接A(012928), 银华中证光伏产业ETF发起式联接C(012929), 博时中证光伏产业指数A(015993), 博时中证光伏产业指数C(015994), 易方达中证光伏产业ETF联接发起式A(017646), 易方达中证光伏产业ETF联接发起式C(017647), 东财中证光伏指数发起式A(018502), 东财中证光伏指数发起式C(018503), 南方中证光伏产业指数发起A(019531), 南方中证光伏产业指数发起C(019532), 鹏华中证光伏产业ETF发起式联接A(021084), 易方达中证光伏产业ETF(562970), 国泰中证光伏产业ETF发起联接E(021698), 鹏华中证光伏产业ETF发起式联接C(021085), 汇添富中证光伏产业ETF发起式联接A(024059), 汇添富中证光伏产业ETF发起式联接C(024060), 平安中证光伏产业指数E(024618)"
A股,931152,2019-04-22,CS创新药,成长,,-46.64%,-64.09%,-32.70%,5.3e+01,78.21%,4.3,48.80%,8.11%,0.89%,"创新药(159992), 广发创新药ETF(515120), 易方达中证创新药产业ETF(516080), 创新药产业ETF(516060), 建信中证创新药产业ETF(159835), 南方中证创新药产业ETF(159858), 广发创新药ETF联接A(012737), 广发创新药ETF联接C(012738), 银华中证创新药产业ETF发起式联接A(012781), 银华中证创新药产业ETF发起式联接C(012782), 摩根中证创新药产业ETF(560900), 易方达中证创新药产业ETF联接发起式A(019666), 易方达中证创新药产业ETF联接发起式C(019667), 南方中证创新药产业ETF发起联接A(021097), 南方中证创新药产业ETF发起联接C(021098)"
A股,931159,2019-05-16,创新100,成长,,-8.41%,-50.61%,-46.07%,4.3e+01,73.73%,5.3,77.32%,12.33%,1.03%,"诺德研发创新100(007737), 申万菱信中证研发创新100交易型开放式指数联接A(007983), 申万菱信中证研发创新100交易型开放式指数联接C(007984), 申万菱信中证研发创新100交易型开放式指数(515200)"
A股,931160,2013-07-15,通信设备,成长,,16.87%,-49.42%,-56.72%,5.9e+01,87.36%,7.2,99.84%,12.20%,0.83%,"国泰中证全指通信设备ETF(515880), 国泰中证全指通信设备ETF联接C(007818), 国泰中证全指通信设备ETF联接A(007817), 天弘中证全指通信设备指数发起A(020899), 博时中证全指通信设备指数发起式A(020691), 天弘中证全指通信设备指数发起C(020900), 博时中证全指通信设备指数发起式C(020692), 国泰中证全指通信设备ETF联接E(022500)"
A股,931165,2019-04-25,新兴科技100,成长,,-5.08%,-51.62%,-49.03%,4.6e+01,97.97%,8.1,93.54%,17.61%,0.79%,"嘉实新兴科技100ETF联接C(007816), 嘉实新兴科技100ETF联接A(007815), 嘉实新兴科技100ETF(515860)"
A股,931166,2019-04-25,医药健康100,成长,,-49.60%,-62.97%,-26.53%,3e+01,68.02%,3.7,34.56%,12.33%,1.52%,"嘉实医药健康100ETF(515960), 嘉实中证医药健康100策略ETF联接A(008154), 嘉实中证医药健康100策略ETF联接C(008155)"
A股,931186,2019-05-30,中证科技,成长,,4.35%,-46.18%,-48.42%,3.6e+01,48.88%,4.8,60.35%,13.33%,1.08%,"富国中证科技50策略ETF(515750), 富国中证科技50策略ETF联接C(008750), 富国中证科技50策略ETF联接A(008749)"
A股,931187,2019-05-30,科技100,成长,,13.44%,-42.78%,-49.56%,3.6e+01,86.16%,3.7,65.09%,10.28%,0.99%,"华泰柏瑞中证科技100ETF(515580), 华泰柏瑞中证科技100ETF联接C(008400), 华泰柏瑞中证科技100ETF联接A(008399), 天弘中证科技100指数增强发起A(010202), 天弘中证科技100指数增强发起C(010203), 天弘中证科技100指数增强发起E(022544)"
A股,931235,2022-07-21,中证电信,成长,,7.52%,-25.03%,-30.27%,2.6e+01,90.12%,2.5,100.00%,9.62%,2.46%,"易方达中证电信主题ETF(563010), 易方达中证电信主题ETF联接发起式A(019141), 易方达中证电信主题ETF联接发起式C(019142), 汇添富中证电信主题ETF(560300), 汇添富中证电信主题ETF发起式联接A(020632), 电信ETF基金(560690), 汇添富中证电信主题ETF发起式联接C(020633)"
A股,931247,2012-12-21,中证信创,成长,,-17.68%,-56.01%,-46.56%,2.5e+02,70.36%,6.3,98.69%,2.52%,0.39%,"华宝中证信息技术应用创新产业ETF(562030), 汇添富中证信息技术应用创新产业ETF(560850), 华夏中证信息技术应用创新产业ETF(562570), 博时中证信息技术应用创新产业指数发起式A(021314), 汇添富中证信息技术应用创新产业ETF发起式联接A(021602), 博时中证信息技术应用创新产业指数发起式C(021315), 汇添富中证信息技术应用创新产业ETF发起式联接C(021603), 华安中证信息技术应用创新产业指数发起式A(021252), 华安中证信息技术应用创新产业指数发起式C(021253), 华夏中证信息技术应用创新产业ETF发起式联接A(022384), 华夏中证信息技术应用创新产业ETF发起式联接C(022385), 华宝中证信息技术应用创新产业ETF发起式联接A(024050), 华宝中证信息技术应用创新产业ETF发起式联接C(024051)"
A股,931357,2019-11-15,优选消费50,成长,,-39.36%,-56.16%,-27.70%,2.1e+01,22.38%,3.7,13.76%,17.62%,1.98%,"中金中证沪港深优选消费50C(008520), 中金中证沪港深优选消费50A(008519)"
A股,931375,2019-11-25,300质量低波,价值,,-0.80%,-35.07%,-34.55%,1.1e+01,44.74%,1.4,42.59%,12.73%,2.76%,"鹏扬沪深300质量低波A(011132), 鹏扬沪深300质量低波C(011133)"
A股,931380,2019-11-25,科技50,成长,,-27.04%,-63.05%,-49.36%,5.8e+01,85.71%,6.2,70.28%,10.69%,0.75%,"易方达中证科技50ETF(159807), 易方达中证科技50ETF联接A(012717), 易方达中证科技50ETF联接C(012718)"
A股,931395,2020-01-14,沪港深300,宽基,,-16.13%,-46.19%,-35.84%,1.3e+01,83.75%,1.3,73.12%,10.00%,3.10%,"国寿安保中证沪港深300ETF(517300), 易方达中证沪港深300ETF(517030), 国寿安保沪港深300ETF联接A(012663), 国寿安保沪港深300ETF联接C(012664), 易方达中证沪港深300ETF联接发起式A(020102), 易方达中证沪港深300ETF联接发起式C(020103), 兴证全球中证沪港深300指数增强A(023203), 兴证全球中证沪港深300指数增强C(023204)"
A股,931402,2020-01-14,证券先锋,周期,,-5.37%,-43.79%,-40.60%,1.8e+01,15.11%,1.6,57.83%,8.89%,1.52%,华富中证证券公司先锋策略ETF(516980)
A股,931403,2020-01-14,品牌工程,成长,,-21.56%,-50.07%,-36.35%,2.7e+01,37.20%,4.3,33.95%,15.93%,2.14%,"富国中证新华社民族品牌工程ETF(561130), 农银中证新华社民族品牌指数(012394), 富国中证新华社民族品牌工程ETF联接A(014406), 富国中证新华社民族品牌工程ETF联接C(014407)"
A股,931404,2020-02-20,SHS品牌消费50,成长,,-40.97%,-55.70%,-24.95%,2e+01,27.67%,4.4,4.90%,22.00%,2.29%,品牌消费(517880)
A股,931406,2020-02-20,5G 50,成长,,12.09%,-49.57%,-55.01%,2.9e+01,65.27%,3.1,64.50%,10.69%,2.00%,博时5G50ETF(159811)
A股,931409,2020-02-20,SHS创新药,成长,,-38.72%,-65.66%,-43.96%,4e+01,53.06%,4.6,59.23%,11.50%,0.80%,"创新药50(517120), 国泰中证沪港深创新药产业ETF(517110), 国泰中证沪港深创新药产业ETF发起联接A(014117), 富国中证沪港深创新药产业ETF(159748), 国泰中证沪港深创新药产业ETF发起联接C(014118), 创新药ETF沪港深(159622), 富国中证沪港深创新药产业ETF发起式联接A(019897), 富国中证沪港深创新药产业ETF发起式联接C(019898)"
A股,931446,2020-04-21,东证红利低波,价值,,-4.14%,-15.34%,-11.68%,8.7,86.96%,0.86,76.22%,9.89%,4.28%,"东方红中证东方红红利低波动指数A(012708), 东方红中证东方红红利低波动指数C(012709)"
A股,931456,2020-04-21,中国教育,成长,,-69.46%,-84.39%,-48.89%,6e+01,20.11%,3.5,73.17%,5.83%,0.77%,博时全球中国教育（QDII-ETF）(513360)
A股,931461,2009-07-22,电子50,成长,,9.70%,-54.21%,-58.26%,5.8e+01,96.09%,6.0,95.02%,10.34%,0.67%,"华宝中证电子50ETF(515260), 华安中证电子50ETF(515320), 华宝电子ETF联接A(012550), 华宝电子ETF联接C(012551)"
A股,931468,2020-05-21,红利质量,价值,*,-8.70%,-36.28%,-30.21%,1.4e+01,1.02%,2.4,4.39%,17.14%,2.96%,"华夏中证红利质量ETF(159758), 华夏中证红利质量ETF发起式联接A(016440), 华夏中证红利质量ETF发起式联接C(016441), 华夏中证红利质量ETF发起式联接D(024263)"
A股,931476,2020-04-30,ESG 120策略,价值,,-13.63%,-44.33%,-35.54%,1.2e+01,84.70%,1.4,80.64%,11.67%,3.25%,"浦银安盛中证ESG 120策略ETF(516720), 英大中证ESG120策略指数A(012854), 英大中证ESG120策略指数C(012855)"
A股,931480,2020-05-06,线上消费,成长,,-33.97%,-65.33%,-47.49%,8.7e+01,72.13%,3.8,83.82%,4.37%,0.81%,线上消费ETF(159725)
A股,931481,2020-05-06,SHS线上消费,成长,,-36.40%,-67.28%,-48.55%,2.7e+01,34.61%,3.5,43.80%,12.96%,0.83%,平安中证沪港深线上消费主题ETF(159793)
A股,931484,2020-05-06,CS医药创新,成长,*,-67.53%,-75.97%,-25.99%,2.9e+01,57.04%,4.8,24.89%,16.55%,1.56%,平安中证医疗创新ETF(516820)
A股,931494,2020-06-12,消费电子,成长,,8.68%,-55.69%,-59.23%,6e+01,96.37%,5.5,97.11%,9.17%,0.68%,"平安中证消费电子主题ETF(561600), 招商中证消费电子主题ETF(159779), 易方达中证消费电子主题ETF(562950), 国泰中证消费电子主题ETF(561310), 富国中证消费电子主题ETF(561100), 平安中证消费电子主题ETF发起式联接A(015894), 富国中证消费电子主题ETF发起式联接A(015876), 富国中证消费电子主题ETF发起式联接C(015877), 平安中证消费电子主题ETF发起式联接C(015895), 招商中证消费电子主题ETF联接A(016007), 招商中证消费电子主题ETF联接C(016008), 易方达中证消费电子主题ETF联接发起式A(018896), 易方达中证消费电子主题ETF联接发起式C(018897), 平安中证消费电子主题ETF发起式联接E(024557)"
A股,931521,2020-07-08,高装细分50,成长,,-9.29%,-55.11%,-50.51%,1.4e+02,99.59%,5.0,81.68%,3.57%,0.44%,"嘉实中证高端装备细分50ETF(159638), 嘉实中证高端装备细分50ETF发起联接A(018027), 嘉实中证高端装备细分50ETF发起联接C(018028)"
A股,931524,2020-07-16,SHS科技龙头,成长,,-18.39%,-60.92%,-52.11%,3e+01,74.10%,3.9,64.94%,13.00%,0.86%,"广发中证沪港深科技龙头ETF(517350), 汇添富中证沪港深科技龙头ETF(159723), 鹏华中证沪港深科技龙头指数（LOF）A(160646), 鹏华中证沪港深科技龙头指数(LOF)C(012809), 宝盈中证沪港深科技龙头指数发起式A(015820), 宝盈中证沪港深科技龙头指数发起式C(015821)"
A股,931526,2020-08-24,企业核心竞争力50,成长,,-30.49%,-57.84%,-39.35%,2.9e+01,74.27%,4.4,65.21%,15.17%,1.39%,"漂亮50(561500), 核心50ETF(560650)"
A股,931573,2014-05-21,HKC科技,成长,,-41.12%,-73.34%,-54.72%,2.6e+01,30.90%,3.6,66.37%,13.85%,0.72%,"景顺长城中证港股通科技ETF(513980), 海富通中证港股通科技ETF(513860), 港科技50(513150), 国泰中证港股通科技ETF(513020), 港股科技ETF(159751), 国泰中证港股通科技ETF发起联接A(015739), 国泰中证港股通科技ETF发起联接C(015740), 景顺长城中证港股通科技ETF联接A(016495), 景顺长城中证港股通科技ETF联接C(016496), 兴银中证港股通科技ETF(513560), 海富通中证港股通科技ETF发起联接A(021464), 海富通中证港股通科技ETF发起联接C(021465), 鹏华中证港股通科技ETF发起式联接A(021294), 鹏华中证港股通科技ETF发起式联接C(021295), 融通中证港股通科技指数A(021891), 兴银中证港股通科技ETF发起式联接A(023505), 兴银中证港股通科技ETF发起式联接C(023506), 南方中证港股通科技ETF(159269), 富国中证港股通科技ETF(520860), 华泰柏瑞中证港股通科技ETF发起式联接A(024739), 国投瑞银中证港股通科技指数发起式A(024847), 华泰柏瑞中证港股通科技ETF发起式联接C(024740), 国投瑞银中证港股通科技指数发起式C(024848), 富国中证港股通科技ETF发起式联接(025366)"
A股,931574,2013-05-21,港股科技,成长,,-50.27%,-74.74%,-49.21%,2.7e+01,43.62%,3.4,74.02%,12.59%,0.79%,"南方中证香港科技ETF（QDII）(159747), 招商中证香港科技ETF（QDII）(159750), 招商中证香港科技ETF发起式联接（QDII）A(021633), 招商中证香港科技ETF发起式联接（QDII）C(021634), 国泰君安中证香港科技指数发起（QDII）A(022121), 国泰君安中证香港科技指数发起（QDII）C(022122)"
A股,931582,2020-11-09,数字经济,成长,,-14.63%,-61.31%,-54.68%,7.2e+01,93.54%,7.2,92.98%,10.00%,0.42%,"鹏扬中证数字经济主题ETF(560800), 华安中证数字经济主题ETF(159658), 鹏扬中证数字经济主题ETF发起式联接A(015787), 鹏扬中证数字经济主题ETF发起式联接C(015788), 华安中证数字经济主题ETF发起式联接A(018031), 华安中证数字经济主题ETF发起式联接C(018032), 易方达中证数字经济主题ETF(159311)"
A股,931587,2020-11-09,500价值稳健,中盘价值,,4.94%,-26.16%,-29.64%,1.6e+01,93.73%,1.4,97.39%,8.75%,3.31%,"华夏中证智选500价值稳健策略ETF(159617), 华夏中证智选500价值稳健策略ETF发起式联接A(019001), 华夏中证智选500价值稳健策略ETF发起式联接C(019002)"
A股,931588,2020-11-09,1000价值稳健,价值,,1.68%,-26.51%,-27.72%,2.1e+01,90.55%,1.4,45.93%,6.67%,2.53%,"华夏中证智选1000价值稳健策略ETF(562530), 华夏中证智选1000价值稳健策略ETF发起式联接A(018732), 华夏中证智选1000价值稳健策略ETF发起式联接C(018733)"
A股,931590,2020-11-09,500成长创新,成长,,-4.50%,-43.96%,-41.32%,2.9e+01,94.14%,3.6,97.88%,12.41%,1.28%,"华夏中证智选500成长创新策略ETF(159620), 华夏中证智选500成长创新策略ETF发起式联接A(021072), 华夏中证智选500成长创新策略ETF发起式联接C(021073)"
A股,931591,2020-11-09,1000成长创新,成长,,6.75%,-41.39%,-45.10%,3.5e+01,78.85%,3.6,62.65%,10.29%,1.18%,"华夏中证智选1000成长创新策略ETF(562520), 华夏中证智选1000成长创新策略ETF发起式联接A(018334), 华夏中证智选1000成长创新策略ETF发起式联接C(018335)"
A股,931637,2021-01-11,HKC互联网,成长,,-25.68%,-64.54%,-52.29%,2.6e+01,39.38%,3.4,57.22%,13.08%,0.74%,"富国中证港股通互联网ETF(159792), 富国中证港股通互联网ETF发起式联接A(014673), 华宝中证港股通互联网ETF(513770), 富国中证港股通互联网ETF发起式联接C(014674), 华宝中证港股通互联网ETF发起式联接A(017125), 华宝中证港股通互联网ETF发起式联接C(017126), 易方达中证港股通互联网ETF(513040), 易方达中证港股通互联网ETF联接发起式A(019313), 易方达中证港股通互联网ETF联接发起式C(019314), 博时港股通互联网ETF(159568), 广发中证港股通互联网指数发起式A(021092), 兴业中证港股通互联网指数发起式A(021377), 广发中证港股通互联网指数发起式C(021093), 兴业中证港股通互联网指数发起式C(021378), 中银中证港股通互联网指数发起A(025186), 中银中证港股通互联网指数发起C(025187)"
A股,931643,2021-06-01,科创创业50,成长,,-7.68%,-60.91%,-57.66%,5.8e+01,82.45%,7.0,82.27%,12.07%,0.68%,"富国中证科创创业50ETF(588380), 易方达中证科创创业50ETF(159781), 华宝双创龙头ETF(588330), 双创50(159782), 天弘中证科创创业50ETF联接A(012894), 招商中证科创创业50ETF(588300), 华夏中证科创创业50ETF(159783), 鹏扬中证科创创业50ETF联接A(012907), 南方中证科创创业50ETF(159780), 国泰中证科创创业50ETF(588360), 嘉实中证科创创业50ETF(588400), 兴银中证科创创业50指数A(012898), 博时中证科创创业50ETF(588390), 兴银中证科创创业50指数C(012899), 天弘中证科创创业50ETF联接C(012895), 鹏扬中证科创创业50ETF联接C(012908), 嘉实中证科创创业50ETF发起联接A(013315), 南方中证科创创业50ETF联接A(013298), 华夏科创创业50ETF发起式联接A(013310), 嘉实中证科创创业50ETF发起联接C(013316), 华宝中证科创创业50ETF发起式联接C(013318), 南方中证科创创业50ETF联接C(013299), 华夏科创创业50ETF发起式联接C(013311), 易方达中证科创创业50ETF联接A(013304), 华宝中证科创创业50ETF发起式联接A(013317), 富国中证科创创业50ETF联接A(013313), 招商中证科创创业50ETF联接A(013302), 富国中证科创创业50ETF联接C(013314), 招商中证科创创业50ETF联接C(013303), 易方达中证科创创业50ETF联接C(013305), 方正富邦科创创业50ETF(588310), 汇添富中证科创创业50指数增强发起式A(014218), 天弘中证科创创业50ETF(159603), 汇添富中证科创创业50指数增强发起式C(014219), 兴银中证科创创业50指数E(016010), 华富中证科创创业50指数增强A(016122), 鹏扬中证科创创业50ETF(588350), 华富中证科创创业50指数增强C(016123), 长信中证科创创业50指数增强A(016729), 易米中证科创创业50指数增强发起A(016392), 创金合信中证科创创业50指数增强A(017412), 广发中证科创创业50增强策略ETF(588320), 长信中证科创创业50指数增强C(016730), 易米中证科创创业50指数增强发起C(016393), 创金合信中证科创创业50指数增强C(017413), 泰康中证科创创业50指数A(017495), 泰康中证科创创业50指数C(017496), 天弘中证科创创业50ETF联接Y(022981), 易方达中证科创创业50ETF联接Y(022910), 华夏科创创业50ETF发起式联接Y(022939), 兴银中证科创创业50ETF(588660)"
A股,931663,2015-03-13,SHS消费龙头,成长,,-51.38%,-61.51%,-20.84%,2e+01,14.40%,3.4,23.08%,17.00%,2.59%,招商中证沪港深消费龙头ETF(517550)
A股,931719,2013-07-15,CS电池,成长,,-30.60%,-69.49%,-56.04%,3.5e+01,34.72%,4.5,64.37%,12.86%,1.18%,"嘉实中证电池主题ETF(562880), 招商中证电池主题ETF(561910), 汇添富中证电池主题ETF发起式联接A(012862), 汇添富中证电池主题ETF发起式联接C(012863), 汇添富中证电池主题ETF(159796), 汇添富中证电池主题ETF发起式联接D(015808), 招商中证电池主题ETF联接A(016019), 富国中证电池主题ETF(561160), 大成中证电池主题指数发起式A(015997), 招商中证电池主题ETF联接C(016020), 大成中证电池主题指数发起式C(015998), 嘉实中证电池主题ETF发起联接A(016566), 嘉实中证电池主题ETF发起联接C(016567), 富国中证电池主题ETF发起式联接A(017222), 富国中证电池主题ETF发起式联接C(017223), 南方中证电池主题指数发起A(018926), 南方中证电池主题指数发起C(018927)"
A股,931755,2021-10-21,SEEE碳中和,大盘成长,,-8.05%,-46.01%,-41.28%,2.6e+01,94.62%,2.6,68.05%,10.00%,1.67%,"南方中证上海环交所碳中和ETF(159639), 广发中证上海环交所碳中和ETF(560550), 汇添富中证上海环交所碳中和ETF(560060), 碳中和龙头ETF(159640), 易方达中证上海环交所碳中和ETF(562990), 富国中证上海环交所碳中和ETF(561190), 大成中证上海环交所碳中和ETF(159642), 招商中证上海环交所碳中和ETF(159641), 华安中证上海环交所碳中和指数发起式A(016763), 华安中证上海环交所碳中和指数发起式C(016764), 易方达中证上海环交所碳中和ETF联接A(016899), 汇添富中证上海环交所碳中和ETF发起式联接A(017907), 南方中证上海环交所碳中和ETF联接A(016917), 广发中证上海环交所碳中和ETF发起式联接A(016897), 富国中证上海环交所碳中和ETF联接A(016887), 易方达中证上海环交所碳中和ETF联接C(016900), 汇添富中证上海环交所碳中和ETF发起式联接C(017908), 广发中证上海环交所碳中和ETF发起式联接C(016898), 富国中证上海环交所碳中和ETF联接C(016888), 南方中证上海环交所碳中和ETF联接C(016918), 招商中证上海环交所碳中和ETF发起式联接A(016879), 招商中证上海环交所碳中和ETF发起式联接C(016880)"
A股,931775,2013-07-15,房地产,价值,,-64.65%,-78.58%,-39.41%,-7.9,99.01%,0.91,27.02%,-11.52%,0.90%,"南方中证房地产ETF发起联接A(004642), 南方中证房地产ETF发起联接C(004643), 南方中证全指房地产ETF(512200), 华夏房地产ETF联接A(008088), 华夏中证全指房地产ETF联接C(008089), 华夏中证全指房地产ETF(515060), 南方中证房地产ETF发起联接E(010989), 华夏中证全指房地产ETF联接D(024628)"
A股,931787,2018-08-14,港股创新药,成长,,-30.05%,-71.36%,-59.06%,3.6e+01,36.90%,4.3,82.27%,11.94%,0.61%,"广发中证香港创新药（QDII-ETF）(513120), 广发中证香港创新药ETF发起式联接（QDII）A(019670), 广发中证香港创新药ETF发起式联接（QDII）C(019671)"
A股,931798,2009-06-16,光伏龙头30,成长,*,-50.09%,-70.94%,-41.78%,2.7e+01,54.41%,2.8,67.01%,10.37%,1.09%,广发中证光伏龙头30ETF(560980)
A股,931802,2010-02-09,中证龙头,价值,,-30.04%,-55.40%,-36.25%,1.4e+01,81.59%,2.0,95.55%,14.29%,3.11%,"易方达中证龙头企业指数A(012756), 易方达中证龙头企业指数C(012757)"
A股,931865,2019-03-20,中证半导,成长,,32.48%,-46.68%,-59.75%,1.5e+02,98.39%,9.7,98.96%,6.47%,0.09%,"嘉实中证半导体指数增强发起式A(014854), 嘉实中证半导体指数增强发起式C(014855), 招商中证半导体产业ETF(561980), 招商中证半导体产业ETF发起式联接A(020464), 招商中证半导体产业ETF发起式联接C(020465), 南方中证半导体产业指数发起A(020839), 博时中证半导体产业ETF(159582), 南方中证半导体产业指数发起C(020840), 华泰紫金中证半导体产业指数型发起A(021718), 华泰紫金中证半导体产业指数型发起 C(021719), 上银中证半导体产业指数发起式A(024069), 上银中证半导体产业指数发起式C(024070)"
A股,931866,2022-05-09,中证机床,中盘成长,,13.55%,-43.56%,-50.30%,6.3e+01,100.00%,5.6,100.00%,8.89%,0.65%,"国泰中证机床ETF(159667), 华夏中证机床ETF(159663), 国泰中证机床ETF发起联接A(017471), 国泰中证机床ETF发起联接C(017472), 华夏中证机床ETF发起式联接A(017573), 华夏中证机床ETF发起式联接C(017574)"
A股,932000,2023-08-11,中证2000,成长,,4.77%,-36.40%,-39.30%,1.6e+02,97.42%,2.9,99.66%,1.81%,0.75%,"汇添富中证2000ETF(159536), 易方达中证2000ETF(159532), 华夏中证2000ETF(562660), 嘉实中证2000ETF(159535), 中证2000(563300), 广发中证2000ETF(560220), 国泰中证2000ETF(561370), 南方中证2000ETF(159531), 富国中证2000ETF(563200), 华夏中证2000ETF发起式联接A(019891), 2000增强ETF(159555), 招商中证2000指数增强A(019918), 华泰柏瑞中证2000ETF发起式联接A(019870), 华夏中证2000ETF发起式联接C(019892), 华泰柏瑞中证2000ETF发起式联接C(019871), 华泰柏瑞中证2000指数增强A(019923), 平安中证2000增强策略ETF(159556), 招商中证2000指数增强C(019919), 华泰柏瑞中证2000指数增强C(019924), 博时中证2000ETF(159533), 招商中证2000增强策略ETF(159552), 海富通中证2000增强策略ETF(159553), 万家中证2000指数增强A(019920), 万家中证2000指数增强C(019921)"
A股,932039,2022-11-16,央企股东回报,价值,,-0.77%,-22.03%,-21.42%,1.2e+01,94.63%,1.2,99.06%,10.00%,4.78%,"招商中证国新央企股东回报ETF(561960), 汇添富中证国新央企股东回报ETF(560070), 广发中证国新央企股东回报ETF(560700), 广发中证国新央企股东回报ETF发起式联接A(019428), 广发中证国新央企股东回报ETF发起式联接C(019429), 招商中证国新央企股东回报ETF发起式联接A(019544), 汇添富中证国新央企股东回报ETF联接A(019365), 招商中证国新央企股东回报ETF发起式联接C(019545), 汇添富中证国新央企股东回报ETF联接C(019366)"
A股,950090,2015-12-10,50AH优选,价值,,-14.67%,-46.43%,-37.22%,1e+01,92.61%,1.1,73.99%,11.00%,3.79%,"华夏上证50AH优选指数C(006395), 华夏上证50AH优选指数（LOF）A(501050)"
A股,950096,2016-05-11,上海国企,价值,,-14.17%,-42.47%,-32.97%,1.6e+01,98.21%,1.2,59.18%,7.50%,1.82%,"汇添富中证上海国企ETF联接A(003194), 中证上海国企ETF(510810), 汇添富中证上海国企ETF联接C(018061)"
A股,990001,2019-03-18,中华半导体芯片,成长,,1.67%,-61.82%,-62.45%,1.4e+02,97.76%,7.6,86.15%,5.43%,0.13%,"国泰CES半导体芯片行业ETF联接A(008281), 国泰CES半导体芯片行业ETF联接C(008282), 国泰CES半导体芯片行业ETF(512760), 华安CES半导体芯片行业指数发起A(012837), 华安CES半导体芯片行业指数发起C(012838), 西部利得CES芯片指数增强A(014418), 西部利得CES芯片指数增强C(014419), 国泰CES半导体芯片行业ETF联接E(022497)"
