2026-01-07,stockCode,publishDate,stockName,style,hasPosition,Current drawdown,Largest drawdown,fall_to_lowest_drawdown,pe,pe10pos,pb,pb10pos,roe,div,funds
A股,000510,2024-09-23,中证A500,,,8.15%,-11.30%,-17.98%,1.7e+01,99.68%,1.8,99.68%,10.59%,2.47%,"招商中证A500ETF(560610), A500ETF(159339), 中证A500(560510), 南方中证A500ETF(159352), 摩根中证A500ETF(560530), 景顺长城中证A500ETF(159353), 嘉实中证A500ETF(159351), A500基金(563360), 国泰中证A500ETF(159338), 富国中证A500ETF(563220), 中欧中证A500指数发起A(022432), 招商中证A500ETF发起式联接A(022455), 银华中证A500ETF发起式联接A(022450), 易方达中证A500ETF联接A(022459), 万家中证A500ETF发起式联接A(022440), 天弘中证A500ETF联接A(022428), 泰康中证A500ETF联接A(022426), 南方中证A500ETF联接A(022434), 摩根中证A500ETF联接A(022436), 景顺长城中证A500ETF联接A(022444), 嘉实中证A500ETF联接A(022453), 华夏中证A500ETF联接A(022430), 华泰柏瑞中证A500ETF联接A(022438), 华商中证A500指数增强A(022461), 华安中证A500ETF发起式联接A(022465), 国泰中证A500ETF发起联接A(022448), 国金中证A500指数增强A(022485), 广发中证A500ETF联接A(022424), 工银中证A500ETF联接A(022442), 富国中证A500ETF发起式联接A(022463), 大成中证A500ETF发起式联接A(022421), 博时中证A500ETF联接A(022457), 易方达中证A500ETF(159361), 万家中证A500ETF(159356), 天弘中证A500ETF(159360), 鹏华中证A500ETF(512020), 汇添富中证A500ETF(563880), 华夏中证A500ETF(512050), 华宝中证A500ETF(563500), 华安中证A500ETF(159359), 广发中证A500ETF(563800), A500ETF工银(159362), 大成中证A500ETF(159358), 博时中证A500ETF(159357), 兴证全球中证A500指数增强A(022473), 汇添富中证A500ETF联接A(022469), 国泰君安中证A500指数增强A(022467), 博时中证A500ETF联接C(022458), 广发中证A500ETF联接C(022425), 景顺长城中证A500ETF联接C(022445), 泰康中证A500ETF联接C(022427), 招商中证A500ETF发起式联接C(022456), 华商中证A500指数增强C(022462), 中欧中证A500指数发起C(022433), 华夏中证A500ETF联接C(022431), 天弘中证A500ETF联接C(022429), 国泰中证A500ETF发起联接C(022449), 中欧中证A500指数增强A(022674), 招商中证A500指数增强发起式A(022670), 申万菱信中证A500指数增强A(022688), 鹏华中证A500ETF联接A(022665), 易方达中证A500ETF联接C(022460), 南方中证A500ETF联接C(022435), 国泰中证A500ETF发起联接I(022610), 银华中证A500ETF发起式联接C(022451), 华安中证A500ETF发起式联接C(022466), 大成中证A500ETF发起式联接E(022423), 银华中证A500ETF发起式联接I(022452), 万家中证A500ETF发起式联接C(022441), 嘉实中证A500ETF联接C(022454), 富国中证A500ETF发起式联接C(022464), 摩根中证A500ETF联接C(022437), 华泰柏瑞中证A500ETF联接C(022439), 国金中证A500指数增强C(022486), 银河中证A500指数增强A(022706), 富国中证A500指数增强A(022676), 工银中证A500ETF联接C(022443), 中金中证A500ETF(512080), 浦银安盛中证A500ETF(159376), A500ETF东财(159380), 华泰柏瑞中证A500ETF联接I(022742), 中加中证A500指数增强发起式A(022804), 融通中证A500ETF(159379), 民生加银中证A500指数A(023042), 交银中证A500指数A(023022), 汇安中证A500指数A(023038), 华宝中证A500ETF联接A(019510), 长城中证A500指数A(022762), 博道中证A500指数增强A(022745), 摩根中证A500ETF联接I(022759), 华安中证A500ETF发起式联接Y(022931), 银华中证A500ETF发起式联接Y(022944), 中欧中证A500指数发起Y(022898), 广发中证A500ETF联接Y(022971), 天弘中证A500ETF联接Y(022966), 汇添富中证A500ETF联接C(022470), 景顺长城中证A500ETF联接Y(022894), 万家中证A500ETF发起式联接Y(022967), 泰康中证A500ETF联接Y(022942), 大成中证A500ETF发起式联接Y(022904), 华泰柏瑞中证A500ETF联接Y(022947), 摩根中证A500ETF联接Y(022911), 兴业中证A500指数增强A(022770), 广发中证A500指数增强A(022686), 贝莱德中证A500指数增强A(022715), 华夏中证A500ETF联接Y(022979), 易方达中证A500ETF联接Y(022930), 工银中证A500ETF联接Y(022982), 嘉实中证A500ETF联接Y(022905), 博时中证A500ETF联接Y(022916), 南方中证A500ETF联接Y(022918), 申万菱信中证A500指数增强C(022689), 富国中证A500ETF发起式联接Y(022902), 招商中证A500ETF发起式联接Y(022938), 国泰君安中证A500指数增强C(022468), A500ETF永赢(159386), 申万菱信中证A500ETF(560750), 海富通中证A500ETF(563860), 兴证全球中证A500指数增强C(022474), 招商中证A500指数增强发起式C(022671), 鹏扬中证A500指数增强A(022756), 中欧中证A500指数增强C(022675), 银河中证A500指数增强C(022707), 鹏华中证A500ETF联接C(022666), 华宝中证A500ETF联接C(019511), 浦银安盛中证A500指数增强A(022768), 宏利中证A500指数增强A(022817), 长城中证A500指数C(022763), 广发中证A500指数增强C(022687), 交银中证A500指数C(023023), 富国中证A500指数增强C(022677), 兴业中证A500指数增强C(022771), 博道中证A500指数增强C(022746), 民生加银中证A500指数C(023043), 贝莱德中证A500指数增强C(022716), 中加中证A500指数增强发起式C(022805), 汇安中证A500指数C(023039), 平安中证A500ETF联接A(023184), 泓德中证A500指数增强A(023335), 苏新中证A500指数增强A(023347), 融通中证A500指数增强A(022820), 中银证券中证A500指数A(023153), 银河中证A500ETF(563660), 人保中证A500指数增强A(022811), 农银中证A500指数增强A(023475), 路博迈中证A500指数增强A(023325), 汇添富中证A500指数增强A(023298), 海富通中证A500指数增强A(023367), 中金中证A500ETF联接A(023483), 中泰中证A500指增发起A(022781), 中金中证A500指数增强A(023522), 兴业中证A500ETF（证券简称：A500中证；扩位证券简称：中证A500龙头ETF）(563650), 富安达中证A500指数增强A(023435), 平安中证A500ETF联接C(023185), 鹏扬中证A500指数增强C(022757), 苏新中证A500指数增强C(023348), 平安中证A500ETF(159215), 华夏中证A500指数增强A(023619), 招商资管中证A500指数增强发起A(023568), 太平中证A500指数增强A(023473), 中金中证A500指数增强C(023523), 宏利中证A500指数增强C(022818), 浦银安盛中证A500指数增强C(022769), 泓德中证A500指数增强C(023336), 鹏华中证A500指数增强A(023339), 金鹰中证A500指数发起A(023333), 华安中证A500指数增强发起式A(023466), 国泰中证A500增强策略ETF(159226), 长信中证A500指数增强A(022697), 安信中证A500指数增强A(023501), 路博迈中证A500指数增强C(023326), 融通中证A500指数增强C(022821), 中银证券中证A500指数C(023154), 中金中证A500ETF联接C(023484), 中银中证A500指数增强A(023668), 兴业中证A500ETF联接A(023865), 摩根中证A500增强策略ETF(563550), 东财中证A500ETF联接A(023863), 海富通中证A500指数增强C(023368), 农银中证A500指数增强C(023476), 人保中证A500指数增强C(022812), 汇添富中证A500指数增强C(023299), 中海中证A500指数增强A(023341), 永赢中证A500指数增强A(023305), 国投瑞银中证A500指数增强A(023861), 中金中证A500指数增强B(023965), 中泰中证A500指增发起C(022782), 富安达中证A500指数增强C(023436), 浙商汇金中证A500指数A(023879), 华泰保兴中证A500指数增强A(023516), 华宝中证A500指数增强A(023319), 华夏中证A500指数增强C(023620), 建信中证A500指数增强A(023303), 东方中证A500指数增强A(023544), 金鹰中证A500指数发起C(023334), 鹏华中证A500指数增强C(023340), 华安中证A500增强策略ETF发起式联接C(023467), 银河中证A500ETF联接A(023949), 天弘中证A500增强策略ETF(159240), 永赢中证A500指数增强C(023306), 太平中证A500指数增强C(023474), 中银中证A500指数增强C(023669), 中银中证A500指数增强E(023670), 安信中证A500指数增强C(023502), 兴业中证A500ETF联接C(023866), 长信中证A500指数增强C(022698), 招商资管中证A500指数增强发起C(023569), 西部利得中证A500指数增强A(022800), A500增强ETF工银(159249), 中海中证A500指数增强C(023342), 新华中证A500指数增强A(023494), 华安中证A500增强策略ETF(561090), 国联安中证A500增强ETF(563630), 东兴中证A500指数增强A(024274), 财通中证A500指数增强A(024337), 东财中证A500ETF联接C(023864), 中信建投中证A500指数增强A(023503), 永赢中证A500ETF发起联接A(023755), 浙商汇金中证A500指数C(023880), 华泰保兴中证A500指数增强C(023517), 建信中证A500指数增强C(023304), 华宝中证A500指数增强C(023320), 国投瑞银中证A500指数增强C(023862), 东方中证A500指数增强C(023545), 银河中证A500ETF联接C(023950), 光大保德信中证A500指数A(023609), 景顺长城中证A500指数增强A(023957), 浦银安盛中证A500ETF联接A(024298), 华富中证A500指数A(023331), 永赢中证A500ETF发起联接C(023756), 新华中证A500指数增强C(023495), 财通中证A500指数增强C(024338), 尚正中证A500指数发起(023399), 华夏中证A500增强策略ETF(512370), 中信建投中证A500指数增强C(023504), 东兴中证A500指数增强C(024275), 博时中证A500指数增强(024877), 浦银安盛中证A500ETF联接C(024299), 景顺长城中证A500指数增强C(023958), 申万菱信中证A500ETF联接A(023876), 中信保诚中证A500指数增强(025034), 南方中证A500指数增强(024375), 光大保德信中证A500指数C(023610), 银华中证A500指数增强(023932), 天弘中证A500指数增强(023819), 前海开源中证A500指数增强(024650), 摩根中证A500指数增强(023869), 长江中证A500指数增强发起(024352), 嘉实中证A500指数增强(025311), 申万菱信中证A500ETF联接C(023877), 西部利得中证A500指数增强C(022801), 华富中证A500指数C(023332)"
A股,000682,2021-08-16,科创信息,成长,,10.25%,-49.88%,-54.54%,1.6e+02,97.22%,8.5,98.95%,5.31%,0.20%,"嘉实上证科创板新一代信息技术ETF(588100), 华安上证科创板新一代信息技术ETF(588260), 华安上证科创板新一代信息技术ETF发起式联接A(021474), 华安上证科创板新一代信息技术ETF发起式联接C(021475), 摩根上证科创板新一代信息技术ETF(588770)"
A股,000685,2022-06-13,科创芯片,成长,,14.19%,-47.98%,-54.44%,2e+02,95.39%,8.7,98.73%,4.35%,0.09%,"华安上证科创板芯片ETF(588290), 嘉实上证科创板芯片ETF(588200), 嘉实上证科创板芯片ETF发起联接A(017469), 华安上证科创板芯片ETF发起式联接A(017559), 嘉实上证科创板芯片ETF发起联接C(017470), 华安上证科创板芯片ETF发起式联接C(017560), 易方达上证科创板芯片指数发起式A(020670), 汇添富上证科创板芯片ETF发起式联接A(020628), 易方达上证科创板芯片指数发起式C(020671), 南方上证科创板芯片ETF(588890), 汇添富上证科创板芯片ETF发起式联接C(020629), 博时上证科创板芯片ETF(588990), 南方上证科创板芯片ETF发起联接A(021607), 南方上证科创板芯片ETF发起联接C(021608), 华宝上证科创板芯片指数发起A(021224), 华宝上证科创板芯片指数发起C(021225), 富国上证科创板芯片ETF(588810), 汇添富上证科创板芯片ETF(588750), 博时上证科创板芯片ETF发起式联接A(022725), 博时上证科创板芯片ETF发起式联接C(022726), 国泰上证科创板芯片ETF(589100), 富国上证科创板芯片ETF发起式联接A(023651), 富国上证科创板芯片ETF发起式联接C(023652), 鹏华科创板芯片ETF(588920), 国泰上证科创板芯片ETF发起联接(024853)"
A股,000688,2020-07-23,科创50,成长,,-11.06%,-60.37%,-55.44%,1.7e+02,97.05%,6.6,76.36%,3.88%,0.31%,"易方达上证科创板50ETF(588080), 科创ETF(588050), 科创板ETF(588090), 华夏上证科创板50成份ETF(588000), 工银科创ETF联接A(011614), 科创板ETF联接A(011610), 华夏科创50ETF联接A(011612), 易方达上证科创50ETF联接A(011608), 华夏上证科创板50成份ETF联接C(011613), 易方达上证科创50ETF联接C(011609), 工银科创ETF联接C(011615), 科创板ETF联接C(011611), 国联安科创ETF(588180), 广发科创50ETF(588060), 广发科创50ETF发起式联接C(013811), 广发科创50ETF发起式联接A(013810), 华安上证科创板50ETF(588280), 南方上证科创板50成份ETF(588150), 国联安上证科创50ETF联接A(013893), 国联安上证科创50ETF联接C(013894), 南方上证科创板50成份增强策略ETF(588370), 嘉实上证科创板50指数增强发起式A(017188), 科创50增强ETF(588460), 嘉实上证科创板50指数增强发起式C(017189), 博时上证科创板50成份指数发起式A(018145), 博时上证科创板50成份指数发起式C(018146), 华夏科创50指数增强A(018177), 华夏上证科创板50成份指数增强发起式C(018178), 东财上证科创50指数发起式A(019385), 东财上证科创50指数发起式C(019386), 招商上证科创板50成份增强策略ETF(588450), 天弘上证科创板50成份指数发起A(020873), 华安上证科创板50成份ETF发起式联接A(020714), 工银科创ETF链接E(020750), 天弘上证科创板50成份指数发起C(020874), 华安上证科创板50成份ETF发起式联接C(020715), 景顺长城上证科创板50成份指数增强A(019767), 景顺长城上证科创板50成份ETF联接A(021484), 景顺长城上证科创板50成份指数增强C(019768), 景顺长城上证科创板50成份ETF联接C(021485), 鹏华上证科创板50成份增强策略ETF发起式联接A(021908), 鹏华上证科创板50成份增强策略ETF发起式联接C(021909), 中银上证科创板50ETF联接A(022728), 景顺长城上证科创板50成份ETF(588950), 科创板ETF联接I(022679), 富国上证科创板50成份ETF联接A(023055), 科创板ETF联接Y(022950), 汇添富上证科创板50成份ETF(588870), 工银科创ETF联接Y(022932), 华夏上证科创板50成份ETF联接Y(022945), 易方达上证科创50ETF联接Y(022895), 中银上证科创板50ETF联接C(022729), 富国上证科创板50成份ETF联接C(023056), 万家上证科创板50成份ETF(588840), 中银上证科创板50ETF(588720), 鹏华科创板50ETF(588040), 农银上证科创板50指数A(024000), 富国上证科创板50成份ETF(588940), 永赢上证科创板50成份指数A(023437), 农银上证科创板50指数C(024001), 永赢上证科创板50成份指数C(023438), 科创50ETF东财(589850), 汇添富上证科创板50成份ETF发起式联接A(024980), 汇添富上证科创板50成份ETF发起式联接C(024981)"
A股,000690,2022-11-04,科创成长,成长,,12.14%,-54.72%,-59.62%,2e+02,88.96%,1.4e+01,99.61%,7.00%,0.15%,"广发上证科创板成长ETF(588110), 易方达上证科创板成长ETF(588020), 广发上证科创板成长ETF发起式联接A(019785), 广发上证科创板成长ETF发起式联接C(019786), 易方达上证科创板成长ETF联接发起式A(019702), 易方达上证科创板成长ETF联接发起式C(019703), 万家上证科创板成长ETF(588070), 南方上证科创板成长ETF(589700)"
A股,000698,2023-08-07,科创100,成长,,10.51%,-40.42%,-46.09%,2.1e+02,38.05%,6.3,100.00%,3.00%,0.30%,"科创100(588190), 国泰上证科创板100ETF(588120), 科创100ETF基金(588220), 博时科创100ETF(588030), 鹏华上证科创100ETF联接A(019861), 银华上证科创板100ETF联接A(019859), 易方达上证科创板100ETF(588210), 国泰上证科创板100ETF发起联接A(019866), 博时上证科创板100ETF联接A(019857), 博时上证科创板100ETF联接C(019858), 科创指数(588880), 华夏上证科创板100ETF(588800), 南方上证科创板100ETF(588900), 国泰上证科创板100ETF发起联接C(019867), 华夏科创100ETF联接A(020291), 鹏华上证科创100ETF联接C(019862), 银华上证科创板100ETF联接C(019860), 华泰柏瑞上证科创板100ETF发起式联接A(020320), 华夏上证科创板100ETF联接C(020292), 华泰柏瑞上证科创板100ETF发起式联接C(020321), 天弘上证科创板100指数增强发起A(021385), 永赢上证科创板100指数增强发起A(021278), 南方上证科创板100ETF联接A(020683), 天弘上证科创板100指数增强发起C(021386), 永赢上证科创板100指数增强发起C(021279), 易方达上证科创板100增强策略ETF(588500), 广发上证科创板100增强策略ETF(588680), 中欧上证科创板100指数发起A(021660), 南方上证科创板100ETF联接C(020684), 易方达上证科创板100ETF联接发起式A(020293), 中欧上证科创板100指数发起C(021661), 易方达上证科创板100ETF联接发起式C(020294), 浦银安盛科创板100指数增强A(021284), 万家上证科创板100指数增强发起式A(021275), 富国上证科创板100指数发起式A(021329), 万家上证科创板100指数增强发起式C(021276), 浦银安盛科创板100指数增强C(021285), 富国上证科创板100指数发起式C(021330), 交银上证科创板100指数A(023050), 汇添富上证科创板100ETF联接A(023001), 交银上证科创板100指数C(023051), 长城上证科创板100指数增强A(023446), 汇添富上证科创板100ETF联接C(023002), 汇添富上证科创板100ETF(589980), 广发上证科创板100ETF(588980), 长城上证科创板100指数增强C(023447), 华商上证科创板100指数增强(023323)"
A股,000699,2024-08-20,科创200,,,9.24%,-17.51%,-24.49%,3.3e+02,93.41%,4.8,100.00%,1.45%,0.40%,"科创200(588230), 华夏上证科创板200ETF(588820), 鹏华科创板200ETF(588240), 华泰柏瑞上证科创板200ETF发起式联接A(023382), 国投瑞银上证科创板200指数发起式A(023518), 华泰柏瑞上证科创板200ETF发起式联接C(023383), 华泰柏瑞上证科创板200ETF发起式联接I(023388), 国投瑞银上证科创板200指数发起式C(023519), 鹏华上证科创板200ETF联接A(023926), 易方达上证科创板200ETF(588270), 鹏华上证科创板200ETF联接C(023927), 景顺长城上证科创板200指数(023111), 华夏上证科创板200ETF联接A(023621), 科创200ETF工银(589200), 建信上证科创板200ETF(589820), 建信上证科创板 200ETF 联接(023686), 广发上证科创板200指数(023748), 易方达上证科创板200ETF联接(024978), 华夏上证科创板200ETF联接C(023622)"
A股,000806,2012-02-10,消费服务,成长,,-41.78%,-58.04%,-27.93%,1.1e+01,62.60%,1.2,27.97%,10.91%,3.35%,消费服务ETF(516600)
A股,000807,2012-02-17,食品饮料,成长,,-55.34%,-61.25%,-13.23%,2e+01,7.00%,4.6,12.15%,23.00%,3.84%,华安中证申万食品饮料ETF(516900)
A股,000808,2012-02-17,医药生物,成长,,-52.16%,-63.07%,-22.81%,3.7e+01,68.04%,3.4,21.25%,9.19%,1.35%,"申万菱信中证申万医药生物指数A(163118), 申万菱信中证申万医药生物指数C(015176)"
A股,000811,2012-04-11,细分有色,周期,,24.52%,-61.83%,-69.35%,2.8e+01,43.29%,3.8,99.22%,13.57%,1.25%,"华夏中证细分有色金属产业主题ETF(516650), 华夏有色金属ETF联接A(016707), 华夏中证细分有色金属产业主题ETF发起式联接C(016708), 汇添富中证细分有色金属产业主题ETF(159652), 汇添富中证细分有色金属产业主题ETF发起式联接A(019164), 汇添富中证细分有色金属产业主题ETF发起式联接C(019165), 华夏中证细分有色金属产业主题ETF发起式联接D(021534)"
A股,000812,2012-04-11,细分机械,成长,,-29.58%,-70.43%,-58.01%,4e+01,77.18%,3.1,75.37%,7.75%,1.47%,"富国中证细分机械设备产业主题ETF(159886), 国泰中证细分机械设备产业主题ETF(516960), 富国中证细分机械设备产业主题ETF发起式联接A(021327), 富国中证细分机械设备产业主题ETF发起式联接C(021328)"
A股,000813,2012-04-11,细分化工,成长,,-34.48%,-62.43%,-42.66%,3e+01,82.54%,2.8,57.58%,9.33%,1.34%,"富国中证细分化工产业主题ETF(516120), 国泰中证细分化工产业主题ETF(516220), 华宝化工ETF(516020), 化工ETF(159870), 华宝化工ETF联接A(012537), 华宝化工ETF联接C(012538), 鹏华中证细分化工产业主题ETF联接A(014942), 鹏华中证细分化工产业主题ETF联接C(014943), 天弘中证细分化工指数发起A(015896), 天弘中证细分化工指数发起C(015897), 嘉实中证细分化工产业主题指数发起式A(013527), 嘉实中证细分化工产业主题指数发起式C(013528), 富国中证细分化工产业主题ETF发起式联接A(020273), 富国中证细分化工产业主题ETF发起式联接C(020274), 东财中证化工指数发起式A(019589), 东财中证化工指数发起式C(019590), 中欧中证细分化工产业主题指数发起A(021977), 中欧中证细分化工产业主题指数发起C(021978)"
A股,000814,2012-04-11,细分医药,成长,,-49.54%,-62.43%,-25.54%,3.7e+01,76.19%,3.5,27.97%,9.46%,1.26%,"华安中证细分医药ETF联接C(000376), 华安中证细分医药ETF联接A(000373), 华安中证细分医药ETF(512120)"
A股,000815,2012-04-11,细分食品,成长,,-53.31%,-59.65%,-13.58%,2e+01,6.92%,4.5,10.63%,22.50%,3.78%,"华宝中证细分食品饮料产业主题ETF(515710), 华夏中证细分食品饮料产业主题ETF(515170), 华宝食品ETF联接A(012548), 食品ETF(159862), 华宝食品ETF联接C(012549), 华夏食品饮料ETF联接A(013125), 华夏中证细分食品饮料产业主题ETF发起式联接C(013126), 华夏中证细分食品饮料产业主题ETF发起式联接D(024643)"
A股,000819,2012-05-09,有色金属,周期,,17.22%,-60.61%,-66.40%,2.8e+01,46.42%,4.0,98.97%,14.29%,1.24%,"南方中证申万有色金属ETF发起联接A(004432), 南方中证申万有色金属ETF发起联接C(004433), 南方中证申万有色金属ETF(512400), 南方中证申万有色金属ETF发起联接E(010990)"
A股,000821,2012-07-20,300红利,价值,,-3.55%,-40.47%,-38.28%,8.7,86.45%,0.88,49.42%,10.11%,4.56%,"建信沪深300红利ETF(512530), 建信沪深300红利ETF发起式联接A(012712), 建信沪深300红利ETF发起式联接C(012713)"
A股,000824,2012-07-20,国企红利,价值,,-2.08%,-44.51%,-43.33%,8.7,89.00%,0.87,55.81%,10.00%,4.65%,"西部利得国企红利指数增强A（场内简称：国企红利LOF）(501059), 西部利得国企红利指数增强C(009439), 鹏扬中证国有企业红利ETF(159515), 华安中证国有企业红利ETF(561060), 华安中证国有企业红利ETF发起式联接A(020461), 鹏扬中证国有企业红利ETF联接A(020115), 华安中证国有企业红利ETF发起式联接C(020462), 鹏扬中证国有企业红利ETF联接C(020116)"
A股,000825,2012-07-20,央企红利,价值,,-1.22%,-46.82%,-46.16%,9.2,96.71%,0.91,60.83%,9.89%,4.44%,"央企红利(561580), 华泰柏瑞中证中央企业红利ETF发起式联接A(020466), 华泰柏瑞中证中央企业红利ETF发起式联接C(020467), 富国中证中央企业红利ETF(159332), 富国中证中央企业红利ETF发起式联接A(021243), 富国中证中央企业红利ETF发起式联接C(021244)"
A股,000827,2012-09-25,中证环保,成长,,-36.73%,-69.02%,-51.04%,3.8e+01,89.13%,2.8,49.71%,7.37%,1.50%,"广发中证环保ETF联接A(001064), 广发中证环保ETF联接C(002984), 鹏华中证环保产业指数（LOF）A(160634), 申万菱信中证环保产业指数(LOF)A(163114), 新华中证环保产业指数(164304), 广发中证环保ETF(512580), 申万菱信中证环保产业指数(LOF)C(010419), 鹏华中证环保产业指数(LOF)C(015685)"
A股,000841,2012-12-21,800医药,成长,,-46.32%,-60.54%,-26.49%,3.8e+01,80.23%,3.5,32.17%,9.21%,1.30%,"中信保诚中证800医药指数（LOF）A(165519), 中信保诚中证800医药指数（LOF）C(013080), 中信保诚中证800医药指数（LOF）E(023592)"
A股,000852,2014-10-17,中证1000,宽基,,-26.85%,-72.35%,-62.20%,4.8e+01,79.53%,2.6,58.48%,5.42%,1.06%,"广发中证1000ETF联接C(006487), 创金合信中证1000增强A(003646), 创金合信中证1000增强C(003647), 招商中证1000指数增强C(004195), 招商中证1000指数增强A(004194), 富国中证1000指数增强（LOF）A(161039), 广发中证1000ETF联接A(006486), 南方中证1000ETF(512100), 万家中证1000指数增强A(005313), 万家中证1000指数增强C(005314), 建信中证1000指数增强C(006166), 建信中证1000指数增强A(006165), 华夏中证1000ETF(159845), 中证1000(516300), 南方中证1000ETF发起联接A(011860), 富国中证1000指数增强（LOF）C(013331), 建信中证1000指数增强发起E(013442), 南方中证1000ETF发起联接C(011861), 华夏中证1000指数增强A(014125), 天弘中证1000指数增强A(014201), 华夏中证1000ETF发起式联接A(013922), 华夏中证1000指数增强C(014126), 兴银中证1000指数增强A(014831), 天弘中证1000指数增强C(014202), 兴银中证1000指数增强C(014832), 华夏中证1000ETF发起式联接C(013923), 太平中证1000指数增强A(015466), 景顺长城中证1000指数增强A(015495), 中信建投中证1000指数增强A(015784), 景顺长城中证1000指数增强C(015496), 太平中证1000指数增强C(015467), 华安中证1000指数增强A(015148), 易方达中证1000ETF(159633), 广发中证1000ETF(560010), 富国中证1000ETF(159629), 国泰君安中证1000指数增强A(015867), 汇添富中证1000ETF(560110), 华安中证1000指数增强C(015149), 中信建投中证1000指数增强C(015785), 国泰君安中证1000指数增强C(015868), 南方中证1000ETF发起联接E(016643), 嘉实中证1000指数增强发起式A(016776), 1000增强ETF(159677), 鹏华中证1000指数增强A(016785), 国联安中证1000指数增强A(016962), 招商中证1000增强策略ETF(159680), 鑫元中证1000指数增强发起式A(017190), 1000增强(561590), 申万菱信中证1000指数增强A(017067), 嘉实中证1000指数增强发起式C(016777), 鑫元中证1000指数增强发起式C(017191), 国联安中证 1000 指数增强C(016963), 易方达中证1000ETF联接A(016630), 富国中证1000ETF联接A(016633), 鹏华中证1000指数增强C(016786), 富国中证1000ETF联接C(016634), 国泰中证1000增强策略ETF(159679), 易方达中证1000ETF联接C(016631), 天弘中证1000增强策略ETF(159685), 中金中证1000指数增强发起A(017733), 国金中证1000指数增强A(017846), 国金中证1000指数增强C(017847), 工银中证1000指数增强A(016942), 中欧中证1000指数增强A(017919), 博时中证1000指数增强A(016936), 申万菱信中证1000指数增强C(017068), 西部利得中证1000指数增强A(018157), 汇添富中证1000指数增强A(017953), 明亚中证1000指数增强A(017505), 易方达中证1000量化增强A(017094), 长信中证1000指数增强A(018013), 中金中证1000指数增强发起C(017734), 中欧中证1000指数增强C(017920), 华泰紫金中证1000指数增强发起A(018062), 汇添富中证1000ETF联接A(017161), 农银中证1000指数增强A(017323), 工银中证1000指数增强C(016943), 长信中证1000指数增强C(018014), 博时中证1000指数增强C(016937), 博道中证1000指数增强A(017644), 西部利得中证1000指数增强C(018158), 汇添富中证1000指数增强C(017954), 易方达中证1000量化增强C(017095), 明亚中证1000指数增强C(017506), 华泰紫金中证1000指数增强发起C(018063), 大成中证1000指数增强发起式A(018661), 1000ETF增强(560590), 汇添富中证1000ETF联接C(017162), 农银中证1000指数增强C(017324), 中证1000ETF增强(561280), 华泰柏瑞中证1000指数增强A(019240), 浙商中证1000指数增强A(018233), 大成中证1000指数增强发起式C(018662), 博道中证1000指数增强C(017645), 财通中证1000指数增强A(019270), 泰康中证1000指数增强发起A(019185), 博时中证1000增强ETF(561780), 华泰柏瑞中证1000指数增强C(019241), 浙商中证1000指数增强C(018234), 泰康中证1000指数增强发起C(019186), 中银中证1000指数增强A(019555), 财通中证1000指数增强C(019271), 中银中证1000指数增强C(019556), 财通资管中证1000指数增强A(019402), 财通资管中证1000指数增强C(019403), 中银中证1000指数增强E(022685), 中金中证1000指数增强发起B(024091)"
A股,000858,2013-11-06,500信息,成长,,5.55%,-69.05%,-70.68%,1e+02,94.52%,5.3,99.63%,5.30%,0.34%,南方中证500信息ETF发起联接C(004347)
A股,000860,2018-03-26,结构调整,价值,,-2.96%,-26.49%,-24.25%,1.5e+01,63.60%,1.4,76.88%,9.33%,3.69%,"博时央调ETF联接C(006439), 华夏中证央企ETF联接A(006196), 华夏中证央企ETF联接C(006197), 央企ETF(159959), 华夏中证央企ETF(512950), 博时央企结构调整ETF(512960), 博时央调ETF联接A(006438)"
A股,000901,2010-04-02,小康指数,价值,,1.79%,-52.68%,-53.51%,1.1e+01,51.94%,1.1,19.03%,10.00%,3.37%,"南方中证小康产业ETF联接C(004346), 南方小康ETF(510160), 南方中证小康产业ETF联接A(202021)"
